date,latitude,longitude,lat_lon,blue,green,red,nir
1/3/2020,44.73434943,-122.1633777,44.73434943434814_-122.16337770763252,414,629,876,1326
1/3/2020,44.72249167,-122.173888,44.72249167259776_-122.17388799645671,115,155,180,286
1/3/2020,44.71898824,-122.1846678,44.718988242989695_-122.18466777986616,518,734,976,1319
1/3/2020,44.730846,-122.1631082,44.73084600474007_-122.1631082130473,497,682,836,1090
1/3/2020,44.70147109,-122.1986815,44.70147109494937_-122.19868149829844,453,626,511,547
1/3/2020,44.71737128,-122.2477295,44.717371275478285_-122.24772951281136,687,840,878,1203
1/3/2020,44.70955593,-122.2391057,44.70955593250644_-122.23910568608382,1459,1655,1663,1860
1/3/2020,44.6963507,-122.1986815,44.696350697829885_-122.19868149829844,383,432,359,519
1/3/2020,44.7162933,-122.1798169,44.71629329713734_-122.17981687733192,495,651,585,429
1/3/2020,44.71737128,-122.1625692,44.717371275478285_-122.16256922387684,383,474,544,535
1/3/2020,44.71198138,-122.1833203,44.71198138377356_-122.18332030694,527,714,606,462
1/3/2020,44.70659149,-122.2404532,44.706591492068846_-122.24045315901,534,694,603,640
1/3/2020,44.68287597,-122.1943696,44.68287596856809_-122.19436958493466,746,898,963,1280
1/3/2020,44.69688969,-122.2151207,44.69688968700036_-122.21512066799782,1130,1452,1670,2144
1/3/2020,44.70793896,-122.1787389,44.70793896499503_-122.178738898991,439,465,426,579
1/3/2020,44.67910304,-122.1924831,44.67910304437479_-122.192483122838,429,477,497,748
1/3/2020,44.706322,-122.1808949,44.70632199748361_-122.18089485567286,402,470,425,566
1/3/2020,44.70766947,-122.1900577,44.70766947040979_-122.19005767157088,497,604,521,520
1/3/2020,44.69742868,-122.2347938,44.69742867617083_-122.23479377272004,546,550,540,723
1/3/2020,44.72869005,-122.1706541,44.72869004805819_-122.17065406143392,360,512,709,1071
1/3/2020,44.70335756,-122.2358718,44.70335755704602_-122.23587175106098,903,1018,929,1055
1/3/2020,44.69904564,-122.2105393,44.69904564368225_-122.2105392600488,851,1070,1260,1966
1/3/2020,44.70766947,-122.2350633,44.70766947040979_-122.23506326730528,2398,2521,2522,3010
1/3/2020,44.71710178,-122.1593353,44.717101780893046_-122.159335288854,620,704,901,1261
1/3/2020,44.71332886,-122.1684981,44.71332885669975_-122.16849810475202,348,392,363,484
1/3/2020,44.70739998,-122.2380277,44.70739997582456_-122.23802770774287,528,689,595,595
1/3/2020,44.71683229,-122.1639167,44.71683228630781_-122.163916696803,483,597,640,692
1/3/2020,44.71440684,-122.1795474,44.71440683504069_-122.17954738274668,463,623,520,456
1/3/2020,44.71278987,-122.1919441,44.71278986752928_-122.19194413366752,596,727,818,1199
1/3/2020,44.73515792,-122.1622997,44.73515791810385_-122.1622997292916,393,627,784,1155
1/3/2020,44.69500322,-122.2143122,44.69500322490371_-122.21431218424212,457,607,497,485
1/3/2020,44.7012016,-122.2369497,44.70120160036413_-122.23694972940191,727,794,664,788
1/3/2020,44.70766947,-122.1922136,44.70766947040979_-122.19221362825276,532,654,527,543
1/3/2020,44.68799637,-122.2035324,44.68799636568757_-122.20353240083269,396,418,458,698
1/3/2020,44.70147109,-122.2409921,44.70147109494937_-122.24099214818048,479,507,487,658
1/3/2020,44.70847795,-122.1841288,44.7084779541655_-122.1841287906957,542,661,553,563
1/3/2020,44.71063391,-122.1827813,44.710633910847385_-122.18278131776952,492,629,487,490
1/3/2020,44.70578301,-122.1838593,44.70578300831314_-122.18385929611046,460,536,463,568
1/3/2020,44.71386785,-122.2423396,44.71386784587022_-122.24233962110664,863,985,910,1154
1/3/2020,44.69554221,-122.2259005,44.69554221407418_-122.22590045140726,487,535,502,632
1/3/2020,44.72572561,-122.1496335,44.7257256076206_-122.14963348378552,235,496,702,817
1/3/2020,44.69877615,-122.2285954,44.69877614909701_-122.2285953972596,649,750,646,682
1/3/2020,44.72168319,-122.175505,44.72168318884206_-122.17550496396817,75,151,168,261
1/3/2020,44.69554221,-122.2070358,44.69554221407418_-122.20703583044074,460,588,489,483
1/3/2020,44.68718788,-122.2027239,44.68718788193187_-122.20272391707697,366,433,474,679
1/3/2020,44.69823716,-122.2081138,44.698237159926535_-122.20811380878168,474,608,516,538
1/3/2020,44.70578301,-122.196795,44.70578300831314_-122.19679503620178,745,963,1155,1596
1/3/2020,44.69769817,-122.2027239,44.69769817075606_-122.20272391707697,531,632,545,552
1/3/2020,44.7211442,-122.2458431,44.72114419967159_-122.24584305071473,412,554,580,1340
1/3/2020,44.71386785,-122.2439566,44.71386784587022_-122.24395658861806,783,915,849,1057
1/3/2020,44.70955593,-122.1746965,44.70955593250644_-122.17469648021245,426,468,447,577
1/3/2020,44.69823716,-122.198951,44.698237159926535_-122.19895099288368,351,387,385,452
1/3/2020,44.69850665,-122.1892492,44.698506654511775_-122.18924918781518,408,459,483,680
1/3/2020,44.70793896,-122.1954476,44.70793896499503_-122.1954475632756,682,877,1044,1436
1/3/2020,44.71521532,-122.1644557,44.7152153187964_-122.16445568597348,515,709,653,508
1/3/2020,44.70766947,-122.2377582,44.70766947040979_-122.23775821315763,852,1067,982,1089
1/3/2020,44.70147109,-122.1895187,44.70147109494937_-122.18951868240042,495,604,498,545
1/3/2020,44.71737128,-122.1288824,44.717371275478285_-122.12888240072236,591,662,803,1207
1/3/2020,44.71764077,-122.1294214,44.71764077006352_-122.1294213898928,554,631,756,1130
1/3/2020,44.70093211,-122.1887102,44.7009321057789_-122.18871019864471,522,627,508,583
1/3/2020,44.72033572,-122.248538,44.72033571591588_-122.24853799656708,357,477,378,380
1/3/2020,44.73677489,-122.1574488,44.73677488561526_-122.15744882675736,331,519,574,1034
1/3/2020,44.70254907,-122.1895187,44.70254907329032_-122.18951868240042,507,616,512,551
1/3/2020,44.70174059,-122.2420701,44.7017405895346_-122.2420701265214,583,647,590,762
1/3/2020,44.72168319,-122.1558319,44.72168318884206_-122.15583185924594,560,699,918,1291
1/3/2020,44.72653409,-122.1402012,44.7265340913763_-122.14020117330226,451,600,821,1169
1/3/2020,44.69473373,-122.2126952,44.69473373031847_-122.2126952167307,420,575,464,460
1/3/2020,44.70039312,-122.2318293,44.70039311660842_-122.23182933228244,696,765,659,703
1/3/2020,44.71467633,-122.1736185,44.71467632962592_-122.1736185018715,623,763,1025,1420
1/3/2020,44.72788156,-122.1439741,44.72788156430248_-122.14397409749556,558,693,843,1123
1/3/2020,44.71467633,-122.175505,44.71467632962592_-122.17550496396817,631,820,1045,1403
1/3/2020,44.71737128,-122.1808949,44.717371275478285_-122.18089485567286,443,525,510,401
1/3/2020,44.70766947,-122.1830508,44.70766947040979_-122.18305081235476,552,698,564,581
1/3/2020,44.70335756,-122.1849373,44.70335755704602_-122.1849372744514,435,440,448,658
1/3/2020,44.72949853,-122.1612218,44.729498531813896_-122.16122175095065,281,460,642,1104
1/3/2020,44.72033572,-122.1531369,44.72033571591588_-122.15313691339357,381,462,578,809
1/3/2020,44.71710178,-122.1291519,44.717101780893046_-122.1291518953076,546,645,779,1219
1/3/2020,44.69985413,-122.2331768,44.69985412743795_-122.23317680520864,674,828,696,764
1/3/2020,44.70524402,-122.2337158,44.70524401914267_-122.2337157943791,1533,1669,1720,2230
1/3/2020,44.69877615,-122.2261699,44.69877614909701_-122.2261699459925,1126,1384,1634,2084
1/3/2020,44.69581171,-122.2081138,44.69581170865941_-122.20811380878168,430,563,496,486
1/3/2020,44.72788156,-122.1649947,44.72788156430248_-122.16499467514394,500,748,988,1261
1/3/2020,44.70578301,-122.1951781,44.70578300831314_-122.19517806869035,559,769,692,804
1/3/2020,44.70039312,-122.2288649,44.70039311660842_-122.22886489184484,603,723,590,682
1/3/2020,44.68476243,-122.197334,44.68476243066474_-122.19733402537226,607,714,752,956
1/3/2020,44.70820846,-122.2372192,44.70820845958026_-122.23721922398715,1444,1585,1529,1760
1/3/2020,44.69581171,-122.198951,44.69581170865941_-122.19895099288368,407,418,387,541
1/3/2020,44.71979673,-122.1854763,44.71979672674541_-122.18547626362188,538,737,942,1276
1/3/2020,44.71710178,-122.1596048,44.717101780893046_-122.15960478343924,633,735,887,1214
1/3/2020,44.73866135,-122.1566403,44.73866134771192_-122.15664034300164,267,405,515,784
1/3/2020,44.72572561,-122.1736185,44.7257256076206_-122.1736185018715,345,520,787,1052
1/3/2020,44.71036442,-122.1838593,44.71036441626215_-122.18385929611046,506,637,527,496
1/3/2020,44.72276117,-122.1776609,44.722761167183_-122.17766092065004,268,399,556,845
1/3/2020,44.72276117,-122.1803559,44.722761167183_-122.1803558665024,383,533,719,1131
1/3/2020,44.71683229,-122.1585268,44.71683228630781_-122.15852680509828,603,691,826,1212
1/3/2020,44.70982543,-122.175505,44.70982542709168_-122.17550496396817,531,616,552,573
1/3/2020,44.71090341,-122.1784694,44.710903405432624_-122.17846940440576,539,641,543,550
1/3/2020,44.73973933,-122.1577183,44.739739326052856_-122.1577183213426,420,608,769,1141
1/3/2020,44.7211442,-122.1523284,44.72114419967159_-122.15232842963786,579,746,1012,1420
1/3/2020,44.7111729,-122.1838593,44.71117290001786_-122.18385929611046,508,665,550,500
1/3/2020,44.73273247,-122.1601438,44.73273246683673_-122.1601437726097,371,565,763,1050
1/3/2020,44.69473373,-122.2140427,44.69473373031847_-122.21404268965688,450,597,482,484
1/3/2020,44.72815106,-122.173888,44.72815105888772_-122.17388799645671,283,467,656,1177
1/3/2020,44.7111729,-122.1895187,44.71117290001786_-122.18951868240042,648,836,977,1255
1/3/2020,44.69931514,-122.2091918,44.69931513826748_-122.20919178712263,1071,1451,1724,2209
1/3/2020,44.72464763,-122.1701151,44.72464762927965_-122.17011507226344,240,289,318,477
1/3/2020,44.7259951,-122.1649947,44.72599510220583_-122.16499467514394,245,425,649,950
1/3/2020,44.71952723,-122.1520589,44.71952723216017_-122.15205893505264,280,311,360,582
1/3/2020,44.69823716,-122.2086528,44.698237159926535_-122.20865279795215,469,636,505,527
1/3/2020,44.70174059,-122.1876322,44.7017405895346_-122.18763222030375,498,592,519,570
1/3/2020,44.69069131,-122.2070358,44.69069131153993_-122.20703583044074,317,428,424,609
1/3/2020,44.7160238,-122.1827813,44.7160238025521_-122.18278131776952,448,660,578,434
1/3/2020,44.69904564,-122.2434176,44.69904564368225_-122.24341759944758,441,509,495,659
1/3/2020,44.71494582,-122.1833203,44.71494582421116_-122.18332030694,467,692,592,428
1/3/2020,44.71737128,-122.2461125,44.717371275478285_-122.24611254529994,436,583,511,558
1/3/2020,44.70766947,-122.1930221,44.70766947040979_-122.19302211200848,596,707,834,1126
1/3/2020,44.7160238,-122.1693066,44.7160238025521_-122.16930658850772,529,784,1096,1536
1/3/2020,44.7160238,-122.2426091,44.7160238025521_-122.24260911569188,688,855,923,1314
1/3/2020,44.71764077,-122.1633777,44.71764077006352_-122.16337770763252,836,1165,1509,1874
1/3/2020,44.69500322,-122.2148512,44.69500322490371_-122.21485117341258,473,625,514,493
1/3/2020,44.71413734,-122.1800864,44.71413734045545_-122.18008637191716,475,644,526,436
1/3/2020,44.69931514,-122.1997595,44.69931513826748_-122.19975947663936,448,614,492,516
1/3/2020,44.72545611,-122.1391232,44.72545611303536_-122.13912319496131,192,310,339,449
1/3/2020,44.69904564,-122.2048799,44.69904564368225_-122.20487987375886,490,602,494,549
1/3/2020,44.69715918,-122.2436871,44.69715918158559_-122.24368709403282,443,446,460,701
1/3/2020,44.72356965,-122.1746965,44.72356965093871_-122.17469648021245,115,164,221,321
1/3/2020,44.7262646,-122.1574488,44.72626459679107_-122.15744882675736,230,408,632,911
1/3/2020,44.71817976,-122.1609523,44.71817975923399_-122.16095225636542,351,507,562,591
1/3/2020,44.70066261,-122.2296734,44.70066261119366_-122.22967337560056,558,687,588,594
1/3/2020,44.71440684,-122.1647252,44.71440683504069_-122.16472518055872,497,657,562,492
1/3/2020,44.69796767,-122.2315598,44.6979676653413_-122.2315598376972,545,597,518,714
1/3/2020,44.71090341,-122.1714625,44.710903405432624_-122.1714625451896,347,402,434,650
1/3/2020,44.71575431,-122.2444956,44.71575430796687_-122.24449557778853,309,419,341,364
1/3/2020,44.71548481,-122.1849373,44.71548481338163_-122.1849372744514,478,609,841,1227
1/3/2020,44.70766947,-122.1771219,44.70766947040979_-122.17712193147956,406,432,478,676
1/3/2020,44.71575431,-122.2466515,44.71575430796687_-122.24665153447042,351,469,551,864
1/3/2020,44.69931514,-122.2361412,44.69931513826748_-122.23614124564622,599,752,720,745
1/3/2020,44.72545611,-122.172271,44.72545611303536_-122.17227102894532,636,919,1191,1426
1/3/2020,44.69365575,-122.224553,44.69365575197752_-122.22455297848109,450,469,473,744
1/3/2020,44.71332886,-122.1817033,44.71332885669975_-122.18170333942858,480,747,639,445
1/3/2020,44.68799637,-122.2011069,44.68799636568757_-122.20110694956556,535,625,616,661
1/3/2020,44.7060525,-122.2391057,44.70605250289837_-122.23910568608382,549,661,524,578
1/3/2020,44.70174059,-122.1879017,44.7017405895346_-122.187901714889,493,622,508,563
1/3/2020,44.72168319,-122.1792779,44.72168318884206_-122.17927788816144,317,511,678,965
1/3/2020,44.72410864,-122.1833203,44.72410864010918_-122.18332030694,327,508,713,1134
1/3/2020,44.70227958,-122.1941001,44.702279578705074_-122.19410009034942,495,608,502,563
1/3/2020,44.72707308,-122.171732,44.72707308054677_-122.17173203977484,423,636,813,1146
1/3/2020,44.72895954,-122.1674201,44.72895954264342_-122.16742012641107,619,865,1122,1379
1/3/2020,44.70227958,-122.1981425,44.702279578705074_-122.19814250912796,488,598,492,537
1/3/2020,44.7259951,-122.1752355,44.72599510220583_-122.17523546938293,274,466,639,994
1/3/2020,44.71925774,-122.1822423,44.719257737574935_-122.18224232859905,347,530,767,1102
1/3/2020,44.72410864,-122.1512505,44.72410864010918_-122.15125045129692,467,649,845,1178
1/3/2020,44.72788156,-122.1687676,44.72788156430248_-122.16876759933726,239,356,373,372
1/3/2020,44.70039312,-122.1959866,44.70039311660842_-122.19598655244609,462,603,536,552
1/3/2020,44.69500322,-122.2102698,44.69500322490371_-122.21026976546358,416,569,472,469
1/3/2020,44.72195268,-122.1803559,44.72195268342729_-122.1803558665024,437,611,815,1136
1/3/2020,44.71737128,-122.125918,44.717371275478285_-122.12591796028477,449,498,517,754
1/3/2020,44.72788156,-122.1469385,44.72788156430248_-122.14693853793317,580,837,1073,1372
1/3/2020,44.7311155,-122.1641862,44.73111549932531_-122.16418619138824,640,862,1116,1358
1/3/2020,44.72141369,-122.1585268,44.72141369425682_-122.15852680509828,530,725,937,1345
1/3/2020,44.72572561,-122.1776609,44.7257256076206_-122.17766092065004,277,457,601,1208
1/3/2020,44.6963507,-122.196256,44.696350697829885_-122.19625604703133,393,442,448,661
1/3/2020,44.72249167,-122.1337333,44.72249167259776_-122.1337333032566,444,549,734,1132
1/3/2020,44.70147109,-122.2358718,44.70147109494937_-122.23587175106098,701,753,629,708
1/3/2020,44.70739998,-122.1935611,44.70739997582456_-122.19356110117896,723,912,1114,1459
1/3/2020,44.69338626,-122.2048799,44.69338625739229_-122.20487987375886,507,698,600,585
1/3/2020,44.71063391,-122.1822423,44.710633910847385_-122.18224232859905,510,622,507,499
1/3/2020,44.69311676,-122.2164681,44.69311676280706_-122.216468140924,379,442,404,500
1/3/2020,44.71710178,-122.1552929,44.717101780893046_-122.15529287007546,338,365,353,595
1/3/2020,44.69473373,-122.2183546,44.69473373031847_-122.21835460302066,491,628,537,536
1/3/2020,44.72464763,-122.1396622,44.72464762927965_-122.13966218413178,250,256,315,505
1/3/2020,44.70874745,-122.2412616,44.708747448750735_-122.24126164276568,604,717,647,764
1/3/2020,44.71817976,-122.1827813,44.71817975923399_-122.18278131776952,610,831,1064,1418
1/3/2020,44.71521532,-122.1897882,44.7152153187964_-122.18978817698564,429,590,773,1100
1/3/2020,44.69419474,-122.2067663,44.694194741148_-122.2067663358555,552,652,542,534
1/3/2020,44.70820846,-122.1938306,44.70820845958026_-122.19383059576418,793,963,1153,1525
1/3/2020,44.69769817,-122.1916746,44.69769817075606_-122.19167463908232,455,453,475,705
1/3/2020,44.69958463,-122.2304819,44.69958463285272_-122.23048185935626,628,760,618,646
1/3/2020,44.70066261,-122.1954476,44.70066261119366_-122.1954475632756,489,649,508,565
1/3/2020,44.71737128,-122.1286129,44.717371275478285_-122.1286129061371,565,650,784,1176
1/3/2020,44.70093211,-122.1986815,44.7009321057789_-122.19868149829844,452,603,527,523
1/3/2020,44.69338626,-122.2137732,44.69338625739229_-122.21377319507164,389,422,379,491
1/3/2020,44.71791026,-122.1779304,44.71791026464875_-122.17793041523528,242,307,351,611
1/3/2020,44.71817976,-122.1596048,44.71817975923399_-122.15960478343924,617,766,970,1307
1/3/2020,44.71144239,-122.2409921,44.7114423946031_-122.24099214818048,1268,1324,1191,1618
1/3/2020,44.68368445,-122.1970645,44.6836844523238_-122.19706453078702,387,441,466,694
1/3/2020,44.71036442,-122.2358718,44.71036441626215_-122.23587175106098,529,589,655,1099
1/3/2020,44.69069131,-122.2086528,44.69069131153993_-122.20865279795215,291,361,375,469
1/3/2020,44.70982543,-122.1905967,44.70982542709168_-122.19059666074136,611,750,913,1283
1/3/2020,44.69096081,-122.2035324,44.69096080612517_-122.20353240083269,531,667,588,588
1/3/2020,44.71656279,-122.1843983,44.71656279172257_-122.18439828528092,388,539,766,1095
1/3/2020,44.72734258,-122.1604133,44.727342575132006_-122.16041326719494,315,568,777,1231
1/3/2020,44.69419474,-122.2153902,44.694194741148_-122.21539016258306,518,630,517,518
1/3/2020,44.70443554,-122.1911356,44.70443553538696_-122.19113564991184,490,593,507,524
1/3/2020,44.71871875,-122.1571793,44.71871874840446_-122.1571793321721,478,566,678,991
1/3/2020,44.71817976,-122.1841288,44.71817975923399_-122.1841287906957,535,734,934,1353
1/3/2020,44.73920034,-122.1590658,44.739200336882384_-122.15906579426876,448,615,762,1138
1/3/2020,44.71198138,-122.1771219,44.71198138377356_-122.17712193147956,515,615,509,512
1/3/2020,44.71305936,-122.1709236,44.71305936211451_-122.17092355601912,363,392,363,480
1/3/2020,44.70281857,-122.2347938,44.702818567875546_-122.23479377272004,711,858,750,815
1/3/2020,44.72141369,-122.1340028,44.72141369425682_-122.13400279784184,395,480,568,974
1/3/2020,44.70659149,-122.2415311,44.706591492068846_-122.24153113735092,775,1012,1192,1665
1/3/2020,44.71817976,-122.1563708,44.71817975923399_-122.1563708484164,541,579,715,1135
1/3/2020,44.72437813,-122.1676896,44.72437813469441_-122.16768962099631,92,145,188,327
1/3/2020,44.71817976,-122.1857458,44.71817975923399_-122.18574575820712,512,670,909,1316
1/3/2020,44.72356965,-122.1552929,44.72356965093871_-122.15529287007546,516,680,914,1306
1/3/2020,44.71844925,-122.1833203,44.71844925381922_-122.18332030694,538,748,955,1305
1/3/2020,44.71871875,-122.2477295,44.71871874840446_-122.24772951281136,296,446,378,376
1/3/2020,44.71871875,-122.1814338,44.71871874840446_-122.18143384484334,374,475,543,558
1/3/2020,44.69769817,-122.2267089,44.69769817075606_-122.22670893516296,631,724,639,665
1/3/2020,44.72707308,-122.147747,44.72707308054677_-122.14774702168886,422,578,798,1090
1/3/2020,44.69796767,-122.196795,44.6979676653413_-122.19679503620178,329,400,387,478
1/3/2020,44.70012362,-122.1884407,44.70012362202319_-122.18844070405947,426,469,530,719
1/3/2020,44.72249167,-122.174427,44.72249167259776_-122.1744269856272,134,165,171,282
1/3/2020,44.69715918,-122.2261699,44.69715918158559_-122.2261699459925,602,720,648,641
1/3/2020,44.7259951,-122.1703846,44.72599510220583_-122.17038456684868,356,495,577,691
1/3/2020,44.72491712,-122.1711931,44.72491712386488_-122.17119305060436,615,781,970,1220
1/3/2020,44.71090341,-122.1838593,44.710903405432624_-122.18385929611046,521,660,558,498
1/3/2020,44.72410864,-122.1666116,44.72410864010918_-122.16661164265535,95,167,209,371
1/3/2020,44.70335756,-122.197334,44.70335755704602_-122.19733402537226,461,600,530,535
1/3/2020,44.69473373,-122.2164681,44.69473373031847_-122.216468140924,531,639,531,556
1/3/2020,44.72734258,-122.1639167,44.727342575132006_-122.163916696803,197,407,587,953
1/3/2020,44.72249167,-122.1720015,44.72249167259776_-122.17200153436008,97,150,163,337
1/3/2020,44.71898824,-122.2453041,44.718988242989695_-122.24530406154425,298,389,327,364
1/3/2020,44.71575431,-122.1709236,44.71575430796687_-122.17092355601912,544,768,1045,1458
1/3/2020,44.71305936,-122.2444956,44.71305936211451_-122.24449557778853,634,711,688,950
1/3/2020,44.72842055,-122.1593353,44.72842055347295_-122.159335288854,200,369,575,890
1/3/2020,44.71548481,-122.1609523,44.71548481338163_-122.16095225636542,520,630,691,585
1/3/2020,44.70524402,-122.2404532,44.70524401914267_-122.24045315901,707,905,1067,1491
1/3/2020,44.69850665,-122.2347938,44.698506654511775_-122.23479377272004,511,514,515,647
1/3/2020,44.69823716,-122.2108088,44.698237159926535_-122.21080875463404,1115,1426,1687,2043
1/3/2020,44.69985413,-122.200029,44.69985412743795_-122.2000289712246,461,618,502,524
1/3/2020,44.72356965,-122.1674201,44.72356965093871_-122.16742012641107,94,143,193,355
1/3/2020,44.71548481,-122.1666116,44.71548481338163_-122.16661164265535,527,679,638,536
1/3/2020,44.69877615,-122.2116172,44.69877614909701_-122.21161723838976,841,1182,1478,1998
1/3/2020,44.69257777,-122.2194326,44.692577773636586_-122.2194325813616,313,354,369,585
1/3/2020,44.68988283,-122.2081138,44.689882827784224_-122.20811380878168,294,339,375,556
1/3/2020,44.69796767,-122.19949,44.6979676653413_-122.19948998205416,375,388,369,479
1/3/2020,44.72383915,-122.1539454,44.72383914552394_-122.15394539714929,548,685,875,1258
1/3/2020,44.70012362,-122.2377582,44.70012362202319_-122.23775821315763,763,910,1049,1312
1/3/2020,44.72303066,-122.1781999,44.72303066176824_-122.1781999098205,309,416,569,906
1/3/2020,44.71791026,-122.1830508,44.71791026464875_-122.18305081235476,730,1020,1312,1620
1/3/2020,44.71036442,-122.1811644,44.71036441626215_-122.1811643502581,539,659,537,531
1/3/2020,44.73677489,-122.1598743,44.73677488561526_-122.15987427802447,453,607,742,990
1/3/2020,44.70793896,-122.1857458,44.70793896499503_-122.18574575820712,531,673,565,566
1/3/2020,44.72788156,-122.1701151,44.72788156430248_-122.17011507226344,317,428,445,506
1/3/2020,44.71305936,-122.1884407,44.71305936211451_-122.18844070405947,595,756,929,1192
1/3/2020,44.7162933,-122.1868237,44.71629329713734_-122.18682373654804,474,659,889,1265
1/3/2020,44.72249167,-122.1843983,44.72249167259776_-122.18439828528092,350,530,753,1086
1/3/2020,44.71359835,-122.1730795,44.71359835128498_-122.17307951270102,480,637,537,499
1/3/2020,44.70659149,-122.2369497,44.706591492068846_-122.23694972940191,669,813,712,765
1/3/2020,44.69365575,-122.2242835,44.69365575197752_-122.22428348389585,462,469,470,726
1/3/2020,44.70470503,-122.2396447,44.7047050299722_-122.23964467525428,760,946,1129,1571
1/3/2020,44.71359835,-122.1916746,44.71359835128498_-122.19167463908232,644,796,942,1280
1/3/2020,44.73650539,-122.1574488,44.73650539103003_-122.15744882675736,274,435,495,963
1/3/2020,44.70928644,-122.2364107,44.70928643792121_-122.23641074023143,1901,1920,1880,2501
1/3/2020,44.67748608,-122.1897882,44.677486076863374_-122.18978817698564,371,395,415,658
1/3/2020,44.69931514,-122.2329073,44.69931513826748_-122.2329073106234,673,767,697,722
1/3/2020,44.71817976,-122.2444956,44.71817975923399_-122.24449557778853,388,497,497,659
1/3/2020,44.71359835,-122.1827813,44.71359835128498_-122.18278131776952,501,695,661,455
1/3/2020,44.69823716,-122.2450346,44.698237159926535_-122.245034566959,509,452,451,654
1/3/2020,44.69284727,-122.2091918,44.69284726822182_-122.20919178712263,440,583,518,492
1/3/2020,44.70766947,-122.1868237,44.70766947040979_-122.18682373654804,529,659,538,561
1/3/2020,44.71871875,-122.2461125,44.71871874840446_-122.24611254529994,336,440,370,394
1/3/2020,44.71764077,-122.1561014,44.71764077006352_-122.15610135383116,427,492,546,796
1/3/2020,44.67586911,-122.196795,44.67586910935196_-122.19679503620178,366,394,414,687
1/3/2020,44.7162933,-122.1587963,44.71629329713734_-122.15879629968352,536,693,739,687
1/3/2020,44.68799637,-122.1997595,44.68799636568757_-122.19975947663936,548,710,885,1259
1/3/2020,44.71925774,-122.1870932,44.719257737574935_-122.18709323113328,432,601,810,1210
1/3/2020,44.70686099,-122.1887102,44.706860986654085_-122.18871019864471,494,642,538,541
1/3/2020,44.70201008,-122.2361412,44.70201008411984_-122.23614124564622,675,725,637,703
1/3/2020,44.72006622,-122.248538,44.72006622133064_-122.24853799656708,417,520,452,478
1/3/2020,44.71467633,-122.1819728,44.71467632962592_-122.1819728340138,496,694,594,439
1/3/2020,44.71144239,-122.1841288,44.7114423946031_-122.1841287906957,472,653,534,473
1/3/2020,44.7160238,-122.1701151,44.7160238025521_-122.17011507226344,517,753,1051,1491
1/3/2020,44.70982543,-122.173349,44.70982542709168_-122.17334900728626,375,423,451,671
1/3/2020,44.69904564,-122.2356023,44.69904564368225_-122.23560225647574,535,630,611,678
1/3/2020,44.6912303,-122.2054189,44.6912303007104_-122.20541886292932,495,660,588,557
1/3/2020,44.71332886,-122.172271,44.71332885669975_-122.17227102894532,531,650,513,536
1/3/2020,44.70982543,-122.2412616,44.70982542709168_-122.24126164276568,709,910,825,929
1/3/2020,44.68664889,-122.19949,44.6866488927614_-122.19948998205416,649,805,993,1345
1/3/2020,44.68018102,-122.1924831,44.680181022715736_-122.192483122838,543,643,629,828
1/3/2020,44.72680359,-122.1711931,44.726803585961534_-122.17119305060436,661,902,1132,1447
1/3/2020,44.69581171,-122.2105393,44.69581170865941_-122.2105392600488,413,568,473,470
1/3/2020,44.72464763,-122.1517894,44.72464762927965_-122.1517894404674,417,537,704,999
1/3/2020,44.71952723,-122.1307689,44.71952723216017_-122.130768862819,436,542,651,1050
1/3/2020,44.69742868,-122.2205106,44.69742867617083_-122.22051055970252,1453,1784,2097,2699
1/3/2020,44.70254907,-122.2380277,44.70254907329032_-122.23802770774287,647,717,593,743
1/3/2020,44.69688969,-122.2210495,44.69688968700036_-122.221049548873,550,699,581,649
1/3/2020,44.70739998,-122.1873627,44.70739997582456_-122.18736272571851,507,641,555,547
1/3/2020,44.71198138,-122.1895187,44.71198138377356_-122.18951868240042,642,794,951,1228
1/3/2020,44.72060521,-122.1817033,44.72060521050111_-122.18170333942858,362,557,783,1174
1/3/2020,44.69446424,-122.2523109,44.69446423573324_-122.25231092076037,533,589,591,942
1/3/2020,44.71764077,-122.1876322,44.71764077006352_-122.18763222030375,418,679,877,1225
1/3/2020,44.69985413,-122.2439566,44.69985412743795_-122.24395658861806,574,660,555,721
1/3/2020,44.71844925,-122.2493465,44.71844925381922_-122.24934648032276,228,312,363,601
1/3/2020,44.72437813,-122.1846678,44.72437813469441_-122.18466777986616,270,474,595,1246
1/3/2020,44.72060521,-122.2477295,44.72060521050111_-122.24772951281136,254,350,311,315
1/3/2020,44.71791026,-122.1860153,44.71791026464875_-122.18601525279234,378,576,783,1143
1/3/2020,44.72330016,-122.1711931,44.723300156353474_-122.17119305060436,130,152,185,304
1/3/2020,44.72437813,-122.1730795,44.72437813469441_-122.17307951270102,175,239,281,428
1/3/2020,44.69419474,-122.2002985,44.694194741148_-122.20029846580984,362,452,450,656
1/3/2020,44.6912303,-122.2143122,44.6912303007104_-122.21431218424212,331,396,386,507
1/3/2020,44.70739998,-122.1927526,44.70739997582456_-122.19275261742324,566,688,651,704
1/3/2020,44.71413734,-122.1631082,44.71413734045545_-122.1631082130473,518,690,614,509
1/3/2020,44.71278987,-122.2404532,44.71278986752928_-122.24045315901,927,1033,1029,1368
1/3/2020,44.69715918,-122.2345243,44.69715918158559_-122.2345242781348,558,576,552,821
