g,b,r,lat_lon,longitude,latitude
683,569,554,44.69473373031847_-122.20487987375886,-122.20487987375886,44.69473373031847
744,623,633,44.698506654511775_-122.23021236477103,-122.23021236477103,44.698506654511775
661,491,873,44.72410864010918_-122.1841287906957,-122.1841287906957,44.72410864010918
626,480,516,44.69473373031847_-122.21485117341258,-122.21485117341258,44.69473373031847
633,486,534,44.710903405432624_-122.18358980152524,-122.18358980152524,44.710903405432624
259,222,311,44.717101780893046_-122.25015496407848,-122.25015496407848,44.717101780893046
592,439,520,44.696350697829885_-122.20784431419644,-122.20784431419644,44.696350697829885
375,321,402,44.71656279172257_-122.15583185924594,-122.15583185924594,44.71656279172257
512,451,455,44.70766947040979_-122.1811643502581,-122.1811643502581,44.70766947040979
723,566,935,44.71494582421116_-122.1714625451896,-122.1714625451896,44.71494582421116
716,488,1004,44.72545611303536_-122.17307951270102,-122.17307951270102,44.72545611303536
507,509,523,44.69311676280706_-122.25231092076037,-122.25231092076037,44.69311676280706
604,481,514,44.69500322490371_-122.21512066799782,-122.21512066799782,44.69500322490371
646,494,538,44.70605250289837_-122.18520676903664,-122.18520676903664,44.70605250289837
529,495,504,44.696350697829885_-122.22940388101532,-122.22940388101532,44.696350697829885
728,582,620,44.69769817075606_-122.22536146223678,-122.22536146223678,44.69769817075606
405,277,557,44.72303066176824_-122.18008637191716,-122.18008637191716,44.72303066176824
610,459,516,44.69715918158559_-122.20865279795215,-122.20865279795215,44.69715918158559
345,331,354,44.69069131153993_-122.21323420590116,-122.21323420590116,44.69069131153993
468,283,683,44.727612069717246_-122.15960478343924,-122.15960478343924,44.727612069717246
589,452,502,44.69688968700036_-122.20919178712263,-122.20919178712263,44.69688968700036
966,793,962,44.71036441626215_-122.24153113735092,-122.24153113735092,44.71036441626215
754,549,702,44.71278986752928_-122.18170333942858,-122.18170333942858,44.71278986752928
375,272,299,44.72114419967159_-122.24907698573752,-122.24907698573752,44.72114419967159
759,570,829,44.68961333319899_-122.2021849279065,-122.2021849279065,44.68961333319899
270,238,276,44.72491712386488_-122.14074016247272,-122.14074016247272,44.72491712386488
687,574,805,44.71683228630781_-122.12753492779616,-122.12753492779616,44.71683228630781
674,529,549,44.70982542709168_-122.17685243689432,-122.17685243689432,44.70982542709168
622,467,536,44.70901694333597_-122.18655424196282,-122.18655424196282,44.70901694333597
437,437,396,44.70551351372791_-122.18224232859905,-122.18224232859905,44.70551351372791
490,505,478,44.696350697829885_-122.24853799656708,-122.24853799656708,44.696350697829885
658,565,812,44.68152849564191_-122.19436958493466,-122.19436958493466,44.68152849564191
523,554,521,44.69473373031847_-122.22563095682202,-122.22563095682202,44.69473373031847
788,680,973,44.71198138377356_-122.18844070405947,-122.18844070405947,44.71198138377356
756,530,1004,44.72518661845013_-122.17307951270102,-122.17307951270102,44.72518661845013
420,405,404,44.712520372944034_-122.16795911558154,-122.16795911558154,44.712520372944034
750,604,659,44.69769817075606_-122.2277869135039,-122.2277869135039,44.69769817075606
624,495,548,44.71117290001786_-122.18143384484334,-122.18143384484334,44.71117290001786
510,353,682,44.72491712386488_-122.17550496396817,-122.17550496396817,44.72491712386488
672,552,582,44.70201008411984_-122.23964467525428,-122.23964467525428,44.70201008411984
743,537,946,44.72869004805819_-122.16768962099631,-122.16768962099631,44.72869004805819
608,504,503,44.702279578705074_-122.1946390795199,-122.1946390795199,44.702279578705074
637,477,525,44.69230827905135_-122.20730532502598,-122.20730532502598,44.69230827905135
373,353,400,44.67775557144861_-122.18897969322994,-122.18897969322994,44.67775557144861
722,505,935,44.72383914552394_-122.15529287007546,-122.15529287007546,44.72383914552394
2161,2006,2164,44.710633910847385_-122.24018366442476,-122.24018366442476,44.710633910847385
400,238,535,44.7265340913763_-122.1744269856272,-122.1744269856272,44.7265340913763
471,317,640,44.72437813469441_-122.1773914260648,-122.1773914260648,44.72437813469441
523,322,732,44.73003752098437_-122.1601437726097,-122.1601437726097,44.73003752098437
633,545,542,44.696350697829885_-122.21970207594684,-122.21970207594684,44.696350697829885
858,592,1109,44.72842055347295_-122.16849810475202,-122.16849810475202,44.72842055347295
664,512,540,44.69365575197752_-122.20703583044074,-122.20703583044074,44.69365575197752
657,509,544,44.70901694333597_-122.18008637191716,-122.18008637191716,44.70901694333597
463,294,626,44.72491712386488_-122.17604395313862,-122.17604395313862,44.72491712386488
671,567,564,44.70389654621649_-122.23883619149858,-122.23883619149858,44.70389654621649
406,324,392,44.689882827784224_-122.20703583044074,-122.20703583044074,44.689882827784224
168,136,207,44.723300156353474_-122.1736185018715,-122.1736185018715,44.723300156353474
1003,753,1280,44.71629329713734_-122.1714625451896,-122.1714625451896,44.71629329713734
458,392,411,44.6979676653413_-122.19302211200848,-122.19302211200848,44.6979676653413
603,471,502,44.69446423573324_-122.2075748196112,-122.2075748196112,44.69446423573324
672,536,867,44.7370443802005_-122.15825731051304,-122.15825731051304,44.7370443802005
592,490,482,44.70335755704602_-122.192483122838,-122.192483122838,44.70335755704602
440,360,514,44.71952723216017_-122.1571793321721,-122.1571793321721,44.71952723216017
898,648,1149,44.72815105888772_-122.16822861016678,-122.16822861016678,44.72815105888772
603,433,491,44.696350697829885_-122.21134774380452,-122.21134774380452,44.696350697829885
598,539,531,44.6979676653413_-122.23102084852674,-122.23102084852674,44.6979676653413
605,471,516,44.70362705163125_-122.19625604703133,-122.19625604703133,44.70362705163125
393,245,575,44.73003752098437_-122.16283871846208,-122.16283871846208,44.73003752098437
401,355,416,44.710903405432624_-122.17200153436008,-122.17200153436008,44.710903405432624
324,213,469,44.72626459679107_-122.16283871846208,-122.16283871846208,44.72626459679107
792,633,904,44.7114423946031_-122.24341759944758,-122.24341759944758,44.7114423946031
464,290,416,44.71656279172257_-122.245034566959,-122.245034566959,44.71656279172257
747,570,939,44.71009492167691_-122.18763222030375,-122.18763222030375,44.71009492167691
1143,909,1369,44.70551351372791_-122.19652554161657,-122.19652554161657,44.70551351372791
316,282,348,44.71844925381922_-122.15502337549025,-122.15502337549025,44.71844925381922
732,551,905,44.7122508783588_-122.18655424196282,-122.18655424196282,44.7122508783588
605,452,495,44.70335755704602_-122.19410009034942,-122.19410009034942,44.70335755704602
955,705,1224,44.70389654621649_-122.24072265359524,-122.24072265359524,44.70389654621649
597,456,860,44.71683228630781_-122.1841287906957,-122.1841287906957,44.71683228630781
882,717,1100,44.70928643792121_-122.19167463908232,-122.19167463908232,44.70928643792121
762,645,666,44.70120160036413_-122.2382972023281,-122.2382972023281,44.70120160036413
632,360,479,44.72545611303536_-122.14909449461504,-122.14909449461504,44.72545611303536
769,517,703,44.7122508783588_-122.18143384484334,-122.18143384484334,44.7122508783588
897,700,875,44.72249167259776_-122.24826850198184,-122.24826850198184,44.72249167259776
760,607,659,44.70201008411984_-122.2315598376972,-122.2315598376972,44.70201008411984
1513,1454,1440,44.7114423946031_-122.23937518066904,-122.23937518066904,44.7114423946031
601,451,503,44.6912303007104_-122.20730532502598,-122.20730532502598,44.6912303007104
400,281,612,44.723300156353474_-122.1803558665024,-122.1803558665024,44.723300156353474
668,563,538,44.71117290001786_-122.17954738274668,-122.17954738274668,44.71117290001786
768,676,627,44.70120160036413_-122.2337157943791,-122.2337157943791,44.70120160036413
385,346,377,44.69715918158559_-122.19706453078702,-122.19706453078702,44.69715918158559
473,320,589,44.73515791810385_-122.15960478343924,-122.15960478343924,44.73515791810385
392,359,407,44.71494582421116_-122.1601437726097,-122.1601437726097,44.71494582421116
739,544,654,44.7122508783588_-122.18008637191716,-122.18008637191716,44.7122508783588
540,432,573,44.67937253896002_-122.19436958493466,-122.19436958493466,44.67937253896002
637,482,534,44.69069131153993_-122.2051493683441,-122.2051493683441,44.69069131153993
454,441,474,44.694194741148_-122.22266651638442,-122.22266651638442,44.694194741148
1754,1370,2069,44.69742867617083_-122.21431218424212,-122.21431218424212,44.69742867617083
450,392,449,44.69500322490371_-122.20029846580984,-122.20029846580984,44.69500322490371
568,515,733,44.71844925381922_-122.15664034300164,-122.15664034300164,44.71844925381922
459,427,431,44.70524401914267_-122.18358980152524,-122.18358980152524,44.70524401914267
583,478,530,44.70012362202319_-122.19571705786085,-122.19571705786085,44.70012362202319
742,602,639,44.69742867617083_-122.22805640808916,-122.22805640808916,44.69742867617083
642,497,541,44.71467632962592_-122.16607265348487,-122.16607265348487,44.71467632962592
840,679,1040,44.71009492167691_-122.19275261742324,-122.19275261742324,44.71009492167691
730,524,629,44.7122508783588_-122.17954738274668,-122.17954738274668,44.7122508783588
650,523,505,44.70982542709168_-122.17766092065004,-122.17766092065004,44.70982542709168
339,280,318,44.72033571591588_-122.24611254529994,-122.24611254529994,44.72033571591588
541,522,519,44.69527271948894_-122.25042445866372,-122.25042445866372,44.69527271948894
696,581,604,44.69688968700036_-122.22347500014013,-122.22347500014013,44.69688968700036
704,599,878,44.68718788193187_-122.1992204874689,-122.1992204874689,44.68718788193187
423,285,639,44.72033571591588_-122.18143384484334,-122.18143384484334,44.72033571591588
759,629,919,44.70928643792121_-122.19032716615612,-122.19032716615612,44.70928643792121
1357,1256,1274,44.70389654621649_-122.23506326730528,-122.23506326730528,44.70389654621649
421,237,633,44.7257256076206_-122.16607265348487,-122.16607265348487,44.7257256076206
364,318,401,44.7152153187964_-122.1781999098205,-122.1781999098205,44.7152153187964
676,551,770,44.71764077006352_-122.24341759944758,-122.24341759944758,44.71764077006352
651,532,558,44.7084779541655_-122.17712193147956,-122.17712193147956,44.7084779541655
568,470,725,44.72060521050111_-122.13184684115994,-122.13184684115994,44.72060521050111
681,528,593,44.69365575197752_-122.20461037917362,-122.20461037917362,44.69365575197752
437,283,609,44.72599510220583_-122.17469648021245,-122.17469648021245,44.72599510220583
251,215,296,44.72303066176824_-122.13588925993848,-122.13588925993848,44.72303066176824
725,604,719,44.70066261119366_-122.24368709403282,-122.24368709403282,44.70066261119366
651,526,589,44.70713048123932_-122.24018366442476,-122.24018366442476,44.70713048123932
591,560,523,44.69662019241512_-122.22751741891868,-122.22751741891868,44.69662019241512
362,234,511,44.72356965093871_-122.18008637191716,-122.18008637191716,44.72356965093871
598,509,499,44.70443553538696_-122.19032716615612,-122.19032716615612,44.70443553538696
590,411,789,44.718988242989695_-122.187901714889,-122.187901714889,44.718988242989695
773,666,794,44.71386784587022_-122.24584305071473,-122.24584305071473,44.71386784587022
367,280,304,44.72141369425682_-122.24772951281136,-122.24772951281136,44.72141369425682
614,497,527,44.698506654511775_-122.20919178712263,-122.20919178712263,44.698506654511775
446,320,612,44.723300156353474_-122.18062536108764,-122.18062536108764,44.723300156353474
803,659,956,44.71305936211451_-122.1908661553266,-122.1908661553266,44.71305936211451
461,361,481,44.694194741148_-122.20110694956556,-122.20110694956556,44.694194741148
637,495,790,44.72141369425682_-122.1323858303304,-122.1323858303304,44.72141369425682
558,369,756,44.72599510220583_-122.17793041523528,-122.17793041523528,44.72599510220583
738,603,644,44.6979676653413_-122.22751741891868,-122.22751741891868,44.6979676653413
296,234,326,44.72006622133064_-122.15151994588216,-122.15151994588216,44.72006622133064
423,313,356,44.719257737574935_-122.24665153447042,-122.24665153447042,44.719257737574935
534,371,710,44.72114419967159_-122.1819728340138,-122.1819728340138,44.72114419967159
567,555,525,44.69715918158559_-122.2315598376972,-122.2315598376972,44.69715918158559
652,626,564,44.70335755704602_-122.23883619149858,-122.23883619149858,44.70335755704602
884,604,1214,44.71575430796687_-122.17254052353056,-122.17254052353056,44.71575430796687
496,523,472,44.69742867617083_-122.2479990073966,-122.2479990073966,44.69742867617083
445,366,415,44.67533012018149_-122.19598655244609,-122.19598655244609,44.67533012018149
2064,1997,2098,44.706860986654085_-122.23344629979384,-122.23344629979384,44.706860986654085
557,501,512,44.69688968700036_-122.22967337560056,-122.22967337560056,44.69688968700036
595,422,720,44.73246297225149_-122.16203023470636,-122.16203023470636,44.73246297225149
601,507,647,44.70955593250644_-122.17415749104195,-122.17415749104195,44.70955593250644
645,488,517,44.69500322490371_-122.21565965716827,-122.21565965716827,44.69500322490371
457,436,497,44.69742867617083_-122.24368709403282,-122.24368709403282,44.69742867617083
563,441,737,44.7257256076206_-122.13993167871702,-122.13993167871702,44.7257256076206
839,610,1110,44.717371275478285_-122.16607265348487,-122.16607265348487,44.717371275478285
228,180,312,44.72437813469441_-122.17388799645671,-122.17388799645671,44.72437813469441
856,655,1070,44.68907434402852_-122.2000289712246,-122.2000289712246,44.68907434402852
582,489,494,44.702818567875546_-122.18682373654804,-122.18682373654804,44.702818567875546
608,486,514,44.70443553538696_-122.19356110117896,-122.19356110117896,44.70443553538696
666,451,852,44.740008820638096_-122.1571793321721,-122.1571793321721,44.740008820638096
619,565,705,44.70039311660842_-122.23856669691334,-122.23856669691334,44.70039311660842
1696,1379,1947,44.69769817075606_-122.22266651638442,-122.22266651638442,44.69769817075606
1058,711,1374,44.71656279172257_-122.16903709392248,-122.16903709392248,44.71656279172257
413,354,382,44.692577773636586_-122.21592915175351,-122.21592915175351,44.692577773636586
534,489,549,44.69662019241512_-122.23182933228244,-122.23182933228244,44.69662019241512
658,538,603,44.69527271948894_-122.21997157053208,-122.21997157053208,44.69527271948894
308,295,337,44.719257737574935_-122.15313691339357,-122.15313691339357,44.719257737574935
659,560,529,44.710633910847385_-122.17927788816144,-122.17927788816144,44.710633910847385
659,436,895,44.72545611303536_-122.15394539714929,-122.15394539714929,44.72545611303536
565,443,674,44.69473373031847_-122.20326290624745,-122.20326290624745,44.69473373031847
645,414,792,44.73434943434814_-122.16256922387684,-122.16256922387684,44.73434943434814
642,527,575,44.706860986654085_-122.23991416983952,-122.23991416983952,44.706860986654085
472,420,408,44.696350697829885_-122.20029846580984,-122.20029846580984,44.696350697829885
270,228,293,44.72437813469441_-122.13858420579083,-122.13858420579083,44.72437813469441
295,141,419,44.72842055347295_-122.163916696803,-122.163916696803,44.72842055347295
170,127,177,44.72356965093871_-122.1714625451896,-122.1714625451896,44.72356965093871
683,530,838,44.72545611303536_-122.1383147112056,-122.1383147112056,44.72545611303536
650,516,574,44.71494582421116_-122.24557355612949,-122.24557355612949,44.71494582421116
818,536,1070,44.7265340913763_-122.16634214807011,-122.16634214807011,44.7265340913763
682,522,572,44.69581170865941_-122.21862409760588,-122.21862409760588,44.69581170865941
432,412,402,44.69688968700036_-122.2000289712246,-122.2000289712246,44.69688968700036
714,556,839,44.72815105888772_-122.17307951270102,-122.17307951270102,44.72815105888772
609,532,501,44.712520372944034_-122.17415749104195,-122.17415749104195,44.712520372944034
362,283,406,44.72006622133064_-122.15205893505264,-122.15205893505264,44.72006622133064
660,508,832,44.72168318884206_-122.15448438631977,-122.15448438631977,44.72168318884206
681,538,551,44.70739997582456_-122.18385929611046,-122.18385929611046,44.70739997582456
470,343,560,44.72815105888772_-122.16580315889966,-122.16580315889966,44.72815105888772
803,672,929,44.68287596856809_-122.19329160659372,-122.19329160659372,44.68287596856809
328,284,370,44.72006622133064_-122.13319431408613,-122.13319431408613,44.72006622133064
634,497,755,44.70793896499503_-122.17523546938293,-122.17523546938293,44.70793896499503
573,433,680,44.71305936211451_-122.23964467525428,-122.23964467525428,44.71305936211451
658,451,811,44.717101780893046_-122.19032716615612,-122.19032716615612,44.717101780893046
900,674,967,44.69958463285272_-122.20703583044074,-122.20703583044074,44.69958463285272
691,551,755,44.68880484944328_-122.2013764441508,-122.2013764441508,44.68880484944328
417,390,463,44.70739997582456_-122.17685243689432,-122.17685243689432,44.70739997582456
606,505,499,44.69985412743795_-122.192483122838,-122.192483122838,44.69985412743795
870,613,1106,44.72976802639913_-122.16634214807011,-122.16634214807011,44.72976802639913
553,493,484,44.69958463285272_-122.19329160659372,-122.19329160659372,44.69958463285272
780,584,1031,44.72788156430248_-122.14639954876267,-122.14639954876267,44.72788156430248
466,390,473,44.71629329713734_-122.1563708484164,-122.1563708484164,44.71629329713734
597,485,489,44.70308806246078_-122.19410009034942,-122.19410009034942,44.70308806246078
592,485,483,44.70335755704602_-122.19140514449708,-122.19140514449708,44.70335755704602
556,514,550,44.69311676280706_-122.25311940451608,-122.25311940451608,44.69311676280706
694,511,679,44.71548481338163_-122.16149124553588,-122.16149124553588,44.71548481338163
917,712,1192,44.7152153187964_-122.17038456684868,-122.17038456684868,44.7152153187964
1515,1199,1775,44.698506654511775_-122.22428348389585,-122.22428348389585,44.698506654511775
616,491,506,44.70066261119366_-122.19948998205416,-122.19948998205416,44.70066261119366
446,391,476,44.69877614909701_-122.19167463908232,-122.19167463908232,44.69877614909701
2453,2434,2388,44.70955593250644_-122.23721922398715,-122.23721922398715,44.70955593250644
655,506,537,44.70982542709168_-122.17604395313862,-122.17604395313862,44.70982542709168
648,449,833,44.72599510220583_-122.16742012641107,-122.16742012641107,44.72599510220583
458,437,397,44.70497452455744_-122.18278131776952,-122.18278131776952,44.70497452455744
641,501,535,44.70713048123932_-122.18844070405947,-122.18844070405947,44.70713048123932
1061,801,1380,44.698237159926535_-122.21134774380452,-122.21134774380452,44.698237159926535
730,523,948,44.71844925381922_-122.18305081235476,-122.18305081235476,44.71844925381922
638,533,563,44.7084779541655_-122.19032716615612,-122.19032716615612,44.7084779541655
421,390,396,44.69365575197752_-122.2202410651173,-122.2202410651173,44.69365575197752
605,475,522,44.6979676653413_-122.20730532502598,-122.20730532502598,44.6979676653413
495,465,489,44.7009321057789_-122.24045315901,-122.24045315901,44.7009321057789
697,520,641,44.71413734045545_-122.1757744585534,-122.1757744585534,44.71413734045545
416,345,370,44.71386784587022_-122.16580315889966,-122.16580315889966,44.71386784587022
499,430,515,44.71764077006352_-122.12753492779616,-122.12753492779616,44.71764077006352
1120,948,1179,44.71278986752928_-122.24018366442476,-122.24018366442476,44.71278986752928
689,581,597,44.694194741148_-122.20461037917362,-122.20461037917362,44.694194741148
696,518,886,44.71386784587022_-122.18574575820712,-122.18574575820712,44.71386784587022
149,105,174,44.72356965093871_-122.17092355601912,-122.17092355601912,44.72356965093871
442,214,669,44.72626459679107_-122.16176074012112,-122.16176074012112,44.72626459679107
743,603,670,44.70793896499503_-122.23883619149858,-122.23883619149858,44.70793896499503
585,520,584,44.696350697829885_-122.25015496407848,-122.25015496407848,44.696350697829885
859,727,916,44.70901694333597_-122.23425478354956,-122.23425478354956,44.70901694333597
618,486,508,44.71467632962592_-122.16822861016678,-122.16822861016678,44.71467632962592
608,436,821,44.72437813469441_-122.15394539714929,-122.15394539714929,44.72437813469441
426,435,427,44.69742867617083_-122.19410009034942,-122.19410009034942,44.69742867617083
475,431,456,44.69527271948894_-122.20110694956556,-122.20110694956556,44.69527271948894
642,470,528,44.71467632962592_-122.17954738274668,-122.17954738274668,44.71467632962592
448,377,430,44.69473373031847_-122.1984120037132,-122.1984120037132,44.69473373031847
482,353,554,44.71844925381922_-122.16068276178018,-122.16068276178018,44.71844925381922
689,486,815,44.72518661845013_-122.15232842963786,-122.15232842963786,44.72518661845013
707,605,798,44.6874573765171_-122.20056796039508,-122.20056796039508,44.6874573765171
366,282,396,44.71979672674541_-122.17846940440576,-122.17846940440576,44.71979672674541
495,303,636,44.72491712386488_-122.17793041523528,-122.17793041523528,44.72491712386488
591,423,482,44.69500322490371_-122.20838330336692,-122.20838330336692,44.69500322490371
470,400,496,44.68422344149428_-122.19733402537226,-122.19733402537226,44.68422344149428
501,472,478,44.70066261119366_-122.24180063193616,-122.24180063193616,44.70066261119366
774,563,1038,44.72033571591588_-122.178738898991,-122.178738898991,44.72033571591588
572,465,682,44.70820845958026_-122.17496597479769,-122.17496597479769,44.70820845958026
431,338,516,44.72410864010918_-122.15313691339357,-122.15313691339357,44.72410864010918
613,513,485,44.70254907329032_-122.19436958493466,-122.19436958493466,44.70254907329032
488,454,487,44.71764077006352_-122.12645694945522,-122.12645694945522,44.71764077006352
741,622,684,44.70901694333597_-122.24126164276568,-122.24126164276568,44.70901694333597
1056,796,1191,44.70039311660842_-122.22805640808916,-122.22805640808916,44.70039311660842
518,421,738,44.717371275478285_-122.18951868240042,-122.18951868240042,44.717371275478285
362,365,364,44.69769817075606_-122.19895099288368,-122.19895099288368,44.69769817075606
1760,1599,1736,44.70739997582456_-122.23694972940191,-122.23694972940191,44.70739997582456
590,476,485,44.70497452455744_-122.19436958493466,-122.19436958493466,44.70497452455744
653,487,905,44.71952723216017_-122.18520676903664,-122.18520676903664,44.71952723216017
574,485,494,44.71548481338163_-122.24530406154425,-122.24530406154425,44.71548481338163
290,215,323,44.71817975923399_-122.17793041523528,-122.17793041523528,44.71817975923399
650,489,873,44.72545611303536_-122.15232842963786,-122.15232842963786,44.72545611303536
1527,1137,1801,44.69985412743795_-122.2075748196112,-122.2075748196112,44.69985412743795
664,493,563,44.692577773636586_-122.20703583044074,-122.20703583044074,44.692577773636586
377,312,378,44.718988242989695_-122.17927788816144,-122.17927788816144,44.718988242989695
474,399,401,44.69338625739229_-122.21485117341258,-122.21485117341258,44.69338625739229
669,509,616,44.71494582421116_-122.16499467514394,-122.16499467514394,44.71494582421116
959,789,1104,44.7084779541655_-122.19356110117896,-122.19356110117896,44.7084779541655
590,552,508,44.70012362202319_-122.24341759944758,-122.24341759944758,44.70012362202319
667,523,586,44.70793896499503_-122.24072265359524,-122.24072265359524,44.70793896499503
455,396,462,44.696350697829885_-122.19571705786085,-122.19571705786085,44.696350697829885
1209,995,1429,44.69877614909701_-122.22643944057772,-122.22643944057772,44.69877614909701
654,516,520,44.69742867617083_-122.20407139000316,-122.20407139000316,44.69742867617083
577,396,799,44.71683228630781_-122.18466777986616,-122.18466777986616,44.71683228630781
663,519,543,44.69904564368225_-122.20326290624745,-122.20326290624745,44.69904564368225
367,240,493,44.72464762927965_-122.1765829423091,-122.1765829423091,44.72464762927965
633,483,546,44.69230827905135_-122.20703583044074,-122.20703583044074,44.69230827905135
460,438,416,44.706860986654085_-122.18062536108764,-122.18062536108764,44.706860986654085
425,418,467,44.71656279172257_-122.12834341155188,-122.12834341155188,44.71656279172257
909,659,1167,44.71629329713734_-122.16715063182583,-122.16715063182583,44.71629329713734
546,418,473,44.71817975923399_-122.245034566959,-122.245034566959,44.71817975923399
657,476,587,44.7152153187964_-122.17927788816144,-122.17927788816144,44.7152153187964
683,536,835,44.692038784466114_-122.20380189541793,-122.20380189541793,44.692038784466114
509,376,429,44.71844925381922_-122.245034566959,-122.245034566959,44.71844925381922
755,578,1002,44.72195268342729_-122.15205893505264,-122.15205893505264,44.72195268342729
593,404,481,44.69608120324465_-122.20865279795215,-122.20865279795215,44.69608120324465
550,439,532,44.71548481338163_-122.24611254529994,-122.24611254529994,44.71548481338163
344,289,416,44.72060521050111_-122.15205893505264,-122.15205893505264,44.72060521050111
816,528,1144,44.71629329713734_-122.16957608309296,-122.16957608309296,44.71629329713734
579,416,483,44.69554221407418_-122.20946128170787,-122.20946128170787,44.69554221407418
648,491,538,44.70443553538696_-122.18924918781518,-122.18924918781518,44.70443553538696
354,299,380,44.718988242989695_-122.154753880905,-122.154753880905,44.718988242989695
1034,801,1281,44.70739997582456_-122.24153113735092,-122.24153113735092,44.70739997582456
1278,948,1589,44.698506654511775_-122.21215622756024,-122.21215622756024,44.698506654511775
429,325,506,44.727612069717246_-122.1698455776782,-122.1698455776782,44.727612069717246
569,376,774,44.72410864010918_-122.18385929611046,-122.18385929611046,44.72410864010918
832,635,995,44.70982542709168_-122.19005767157088,-122.19005767157088,44.70982542709168
813,601,1020,44.71413734045545_-122.24099214818048,-122.24099214818048,44.71413734045545
666,497,521,44.70793896499503_-122.18817120947423,-122.18817120947423,44.70793896499503
570,523,572,44.69688968700036_-122.24907698573752,-122.24907698573752,44.69688968700036
762,572,974,44.72195268342729_-122.1555623646607,-122.1555623646607,44.72195268342729
455,324,555,44.73623589644479_-122.1601437726097,-122.1601437726097,44.73623589644479
854,753,990,44.71791026464875_-122.12672644404046,-122.12672644404046,44.71791026464875
904,727,1139,44.68072001188621_-122.19436958493466,-122.19436958493466,44.68072001188621
650,513,542,44.69473373031847_-122.21673763550923,-122.21673763550923,44.69473373031847
346,240,359,44.720874705086345_-122.1517894404674,-122.1517894404674,44.720874705086345
752,501,952,44.73407993976291_-122.16283871846208,-122.16283871846208,44.73407993976291
428,395,394,44.69769817075606_-122.19490857410511,-122.19490857410511,44.69769817075606
529,473,506,44.696350697829885_-122.2307513539415,-122.2307513539415,44.696350697829885
670,528,542,44.696350697829885_-122.21781561385018,-122.21781561385018,44.696350697829885
626,505,543,44.70362705163125_-122.18978817698564,-122.18978817698564,44.70362705163125
489,470,499,44.69877614909701_-122.1908661553266,-122.1908661553266,44.69877614909701
531,400,757,44.71548481338163_-122.18655424196282,-122.18655424196282,44.71548481338163
131,78,192,44.72383914552394_-122.16742012641107,-122.16742012641107,44.72383914552394
455,420,415,44.70416604080173_-122.18466777986616,-122.18466777986616,44.70416604080173
312,189,511,44.72410864010918_-122.16499467514394,-122.16499467514394,44.72410864010918
704,570,938,44.72141369425682_-122.1555623646607,-122.1555623646607,44.72141369425682
400,359,361,44.69284726822182_-122.21215622756024,-122.21215622756024,44.69284726822182
623,490,530,44.69554221407418_-122.216468140924,-122.216468140924,44.69554221407418
546,387,447,44.71494582421116_-122.24422608320327,-122.24422608320327,44.71494582421116
930,790,839,44.70497452455744_-122.23614124564622,-122.23614124564622,44.70497452455744
884,633,1121,44.7265340913763_-122.15232842963786,-122.15232842963786,44.7265340913763
667,534,550,44.71009492167691_-122.17469648021245,-122.17469648021245,44.71009492167691
723,577,761,44.71440683504069_-122.24611254529994,-122.24611254529994,44.71440683504069
620,417,827,44.72869004805819_-122.16418619138824,-122.16418619138824,44.72869004805819
421,419,431,44.70497452455744_-122.18170333942858,-122.18170333942858,44.70497452455744
622,472,538,44.696350697829885_-122.2051493683441,-122.2051493683441,44.696350697829885
605,492,510,44.70039311660842_-122.1946390795199,-122.1946390795199,44.70039311660842
1185,1059,1117,44.71359835128498_-122.24233962110664,-122.24233962110664,44.71359835128498
597,548,541,44.69742867617083_-122.23209882686768,-122.23209882686768,44.69742867617083
686,532,526,44.708747448750735_-122.18305081235476,-122.18305081235476,44.708747448750735
683,545,793,44.679642033545264_-122.19167463908232,-122.19167463908232,44.679642033545264
521,365,705,44.71656279172257_-122.18817120947423,-122.18817120947423,44.71656279172257
481,326,415,44.7152153187964_-122.24260911569188,-122.24260911569188,44.7152153187964
586,538,542,44.698237159926535_-122.23398528896432,-122.23398528896432,44.698237159926535
526,489,495,44.694194741148_-122.22455297848109,-122.22455297848109,44.694194741148
421,317,379,44.698237159926535_-122.1984120037132,-122.1984120037132,44.698237159926535
884,619,1169,44.73084600474007_-122.16526416972918,-122.16526416972918,44.73084600474007
485,437,446,44.70551351372791_-122.18385929611046,-122.18385929611046,44.70551351372791
661,493,567,44.71359835128498_-122.17631344772386,-122.17631344772386,44.71359835128498
165,135,168,44.72356965093871_-122.17200153436008,-122.17200153436008,44.72356965093871
1966,1810,1987,44.71036441626215_-122.23964467525428,-122.23964467525428,44.71036441626215
1035,808,1275,44.70793896499503_-122.24233962110664,-122.24233962110664,44.70793896499503
592,450,471,44.69473373031847_-122.21323420590116,-122.21323420590116,44.69473373031847
743,623,653,44.69931513826748_-122.2299428701858,-122.2299428701858,44.69931513826748
747,571,984,44.71467632962592_-122.17307951270102,-122.17307951270102,44.71467632962592
407,212,519,44.72491712386488_-122.18385929611046,-122.18385929611046,44.72491712386488
413,396,463,44.68799636568757_-122.20326290624745,-122.20326290624745,44.68799636568757
608,476,509,44.69338625739229_-122.20838330336692,-122.20838330336692,44.69338625739229
668,545,853,44.719257737574935_-122.159335288854,-122.159335288854,44.719257737574935
625,508,534,44.69715918158559_-122.20056796039508,-122.20056796039508,44.69715918158559
461,449,443,44.69769817075606_-122.24719052364088,-122.24719052364088,44.69769817075606
664,501,566,44.71467632962592_-122.16580315889966,-122.16580315889966,44.71467632962592
