g,b,r,lat_lon,longitude,latitude
693,532,566,44.71386784587022_-122.17523546938293,-122.17523546938293,44.71386784587022
1753,1623,1756,44.70497452455744_-122.23398528896432,-122.23398528896432,44.70497452455744
537,434,717,44.72114419967159_-122.15151994588216,-122.15151994588216,44.72114419967159
732,566,579,44.70578300831314_-122.23694972940191,-122.23694972940191,44.70578300831314
952,748,1126,44.7084779541655_-122.1946390795199,-122.1946390795199,44.7084779541655
295,290,335,44.71952723216017_-122.25069395324896,-122.25069395324896,44.71952723216017
337,303,363,44.71871874840446_-122.15502337549025,-122.15502337549025,44.71871874840446
773,572,987,44.72060521050111_-122.1781999098205,-122.1781999098205,44.72060521050111
616,496,761,44.72168318884206_-122.1534064079788,-122.1534064079788,44.72168318884206
585,435,729,44.71844925381922_-122.16176074012112,-122.16176074012112,44.71844925381922
653,518,541,44.706591492068846_-122.18574575820712,-122.18574575820712,44.706591492068846
655,464,864,44.72168318884206_-122.1811643502581,-122.1811643502581,44.72168318884206
1277,1008,1483,44.70066261119366_-122.20541886292932,-122.20541886292932,44.70066261119366
481,407,430,44.692577773636586_-122.21107824921928,-122.21107824921928,44.692577773636586
549,468,641,44.71764077006352_-122.13022987364852,-122.13022987364852,44.71764077006352
496,402,569,44.71871874840446_-122.15664034300164,-122.15664034300164,44.71871874840446
813,566,1041,44.72626459679107_-122.16768962099631,-122.16768962099631,44.72626459679107
632,521,540,44.71117290001786_-122.18466777986616,-122.18466777986616,44.71117290001786
1060,826,1316,44.706860986654085_-122.24126164276568,-122.24126164276568,44.706860986654085
407,397,357,44.69662019241512_-122.19895099288368,-122.19895099288368,44.69662019241512
888,565,1129,44.73111549932531_-122.16553366431442,-122.16553366431442,44.73111549932531
663,568,783,44.68557091442045_-122.19706453078702,-122.19706453078702,44.68557091442045
449,404,438,44.69715918158559_-122.24557355612949,-122.24557355612949,44.69715918158559
338,332,369,44.717101780893046_-122.1555623646607,-122.1555623646607,44.717101780893046
623,462,811,44.72464762927965_-122.15367590256405,-122.15367590256405,44.72464762927965
597,501,697,44.71952723216017_-122.13049936823376,-122.13049936823376,44.71952723216017
186,138,227,44.72383914552394_-122.16876759933726,-122.16876759933726,44.72383914552394
305,258,305,44.72410864010918_-122.13804521662036,-122.13804521662036,44.72410864010918
267,192,363,44.72060521050111_-122.1803558665024,-122.1803558665024,44.72060521050111
387,288,325,44.718988242989695_-122.24692102905566,-122.24692102905566,44.718988242989695
559,526,475,44.696350697829885_-122.22913438643008,-122.22913438643008,44.696350697829885
723,525,945,44.72222217801253_-122.1819728340138,-122.1819728340138,44.72222217801253
582,492,693,44.7160238025521_-122.16553366431442,-122.16553366431442,44.7160238025521
762,485,1019,44.73084600474007_-122.1668811372406,-122.1668811372406,44.73084600474007
622,469,488,44.698506654511775_-122.20865279795215,-122.20865279795215,44.698506654511775
596,414,735,44.72410864010918_-122.18520676903664,-122.18520676903664,44.72410864010918
1285,1159,1249,44.71278986752928_-122.2420701265214,-122.2420701265214,44.71278986752928
359,257,491,44.72303066176824_-122.1790083935762,-122.1790083935762,44.72303066176824
320,252,338,44.71979672674541_-122.15286741880834,-122.15286741880834,44.71979672674541
427,333,412,44.72141369425682_-122.24692102905566,-122.24692102905566,44.72141369425682
944,748,1115,44.70578300831314_-122.24153113735092,-122.24153113735092,44.70578300831314
630,543,700,44.71332885669975_-122.24530406154425,-122.24530406154425,44.71332885669975
433,398,417,44.70362705163125_-122.1849372744514,-122.1849372744514,44.70362705163125
528,406,656,44.71952723216017_-122.15879629968352,-122.15879629968352,44.71952723216017
678,557,738,44.71656279172257_-122.16041326719494,-122.16041326719494,44.71656279172257
625,533,724,44.7122508783588_-122.18978817698564,-122.18978817698564,44.7122508783588
889,685,1040,44.68098950647144_-122.19410009034942,-122.19410009034942,44.68098950647144
772,634,867,44.70820845958026_-122.19167463908232,-122.19167463908232,44.70820845958026
373,206,618,44.726803585961534_-122.16364720221776,-122.16364720221776,44.726803585961534
710,582,754,44.68233697939762_-122.19410009034942,-122.19410009034942,44.68233697939762
503,373,628,44.72195268342729_-122.17712193147956,-122.17712193147956,44.72195268342729
590,465,807,44.7265340913763_-122.14262662456936,-122.14262662456936,44.7265340913763
519,504,534,44.69338625739229_-122.2517719315899,-122.2517719315899,44.69338625739229
735,540,936,44.71386784587022_-122.18439828528092,-122.18439828528092,44.71386784587022
772,665,644,44.702279578705074_-122.23641074023143,-122.23641074023143,44.702279578705074
383,352,365,44.69149979529564_-122.2126952167307,-122.2126952167307,44.69149979529564
467,367,499,44.7084779541655_-122.17388799645671,-122.17388799645671,44.7084779541655
774,602,978,44.68637939817616_-122.1976035199575,-122.1976035199575,44.68637939817616
385,326,388,44.67667759310767_-122.19598655244609,-122.19598655244609,44.67667759310767
620,520,514,44.698506654511775_-122.20029846580984,-122.20029846580984,44.698506654511775
892,737,1048,44.712520372944034_-122.18897969322994,-122.18897969322994,44.712520372944034
606,491,482,44.69931513826748_-122.2013764441508,-122.2013764441508,44.69931513826748
378,348,411,44.67775557144861_-122.18871019864471,-122.18871019864471,44.67775557144861
183,317,207,44.72599510220583_-122.1480165162741,-122.1480165162741,44.72599510220583
674,571,799,44.70955593250644_-122.1736185018715,-122.1736185018715,44.70955593250644
930,650,1157,44.72599510220583_-122.1714625451896,-122.1714625451896,44.72599510220583
578,448,498,44.69500322490371_-122.21377319507164,-122.21377319507164,44.69500322490371
411,378,401,44.692577773636586_-122.21754611926494,-122.21754611926494,44.692577773636586
652,502,800,44.69446423573324_-122.20380189541793,-122.20380189541793,44.69446423573324
468,349,366,44.72249167259776_-122.2488074911523,-122.2488074911523,44.72249167259776
720,586,620,44.69715918158559_-122.22455297848109,-122.22455297848109,44.69715918158559
691,464,593,44.71305936211451_-122.1811643502581,-122.1811643502581,44.71305936211451
1053,743,1385,44.698506654511775_-122.211886732975,-122.211886732975,44.698506654511775
339,284,354,44.719257737574935_-122.15286741880834,-122.15286741880834,44.719257737574935
602,448,511,44.69527271948894_-122.21404268965688,-122.21404268965688,44.69527271948894
618,490,508,44.71413734045545_-122.1790083935762,-122.1790083935762,44.71413734045545
649,514,529,44.706860986654085_-122.19113564991184,-122.19113564991184,44.706860986654085
401,357,362,44.71359835128498_-122.16661164265535,-122.16661164265535,44.71359835128498
394,348,446,44.67721658227814_-122.19598655244609,-122.19598655244609,44.67721658227814
525,509,500,44.698237159926535_-122.23506326730528,-122.23506326730528,44.698237159926535
683,576,548,44.69608120324465_-122.2194325813616,-122.2194325813616,44.69608120324465
559,519,585,44.71791026464875_-122.13049936823376,-122.13049936823376,44.71791026464875
807,663,977,44.71036441626215_-122.19032716615612,-122.19032716615612,44.71036441626215
390,277,303,44.72006622133064_-122.2479990073966,-122.2479990073966,44.72006622133064
684,520,703,44.6979676653413_-122.21161723838976,-122.21161723838976,44.6979676653413
625,524,535,44.7122508783588_-122.17254052353056,-122.17254052353056,44.7122508783588
624,512,522,44.70012362202319_-122.20164593873602,-122.20164593873602,44.70012362202319
629,468,533,44.71467632962592_-122.18008637191716,-122.18008637191716,44.71467632962592
612,476,513,44.70308806246078_-122.19652554161657,-122.19652554161657,44.70308806246078
507,353,667,44.71764077006352_-122.17846940440576,-122.17846940440576,44.71764077006352
373,203,590,44.72815105888772_-122.16122175095065,-122.16122175095065,44.72815105888772
544,466,606,44.68287596856809_-122.19598655244609,-122.19598655244609,44.68287596856809
588,483,487,44.69904564368225_-122.19868149829844,-122.19868149829844,44.69904564368225
511,491,524,44.71791026464875_-122.1286129061371,-122.1286129061371,44.71791026464875
649,514,776,44.72168318884206_-122.1819728340138,-122.1819728340138,44.72168318884206
654,514,550,44.70632199748361_-122.18574575820712,-122.18574575820712,44.70632199748361
541,496,554,44.69877614909701_-122.23479377272004,-122.23479377272004,44.69877614909701
429,430,463,44.69554221407418_-122.1954475632756,-122.1954475632756,44.69554221407418
646,480,817,44.71359835128498_-122.19032716615612,-122.19032716615612,44.71359835128498
607,486,524,44.69608120324465_-122.2051493683441,-122.2051493683441,44.69608120324465
534,477,452,44.706860986654085_-122.18170333942858,-122.18170333942858,44.706860986654085
603,437,785,44.71575430796687_-122.18601525279234,-122.18601525279234,44.71575430796687
679,535,895,44.712520372944034_-122.18547626362188,-122.18547626362188,44.712520372944034
458,426,464,44.69365575197752_-122.2232055055549,-122.2232055055549,44.69365575197752
846,625,1025,44.68934383861375_-122.2013764441508,-122.2013764441508,44.68934383861375
594,400,489,44.69581170865941_-122.21161723838976,-122.21161723838976,44.69581170865941
259,200,289,44.72303066176824_-122.1757744585534,-122.1757744585534,44.72303066176824
680,499,879,44.72195268342729_-122.18089485567286,-122.18089485567286,44.72195268342729
641,506,508,44.71278986752928_-122.1736185018715,-122.1736185018715,44.71278986752928
1013,815,1221,44.706591492068846_-122.19598655244609,-122.19598655244609,44.706591492068846
533,506,493,44.69500322490371_-122.22455297848109,-122.22455297848109,44.69500322490371
611,490,516,44.7017405895346_-122.19410009034942,-122.19410009034942,44.7017405895346
651,474,795,44.71844925381922_-122.18736272571851,-122.18736272571851,44.71844925381922
934,689,1205,44.71467632962592_-122.17631344772386,-122.17631344772386,44.71467632962592
631,479,518,44.69958463285272_-122.19895099288368,-122.19895099288368,44.69958463285272
782,513,989,44.727612069717246_-122.16580315889966,-122.16580315889966,44.727612069717246
736,519,963,44.717371275478285_-122.16445568597348,-122.16445568597348,44.717371275478285
629,536,517,44.7114423946031_-122.17550496396817,-122.17550496396817,44.7114423946031
604,490,797,44.71494582421116_-122.18763222030375,-122.18763222030375,44.71494582421116
1274,1238,1268,44.71117290001786_-122.23883619149858,-122.23883619149858,44.71117290001786
718,506,933,44.73138499391055_-122.16122175095065,-122.16122175095065,44.73138499391055
537,476,471,44.71386784587022_-122.17092355601912,-122.17092355601912,44.71386784587022
1020,766,1151,44.72168318884206_-122.24638203988518,-122.24638203988518,44.72168318884206
439,306,535,44.71871874840446_-122.24368709403282,-122.24368709403282,44.71871874840446
259,243,289,44.72410864010918_-122.13750622744988,-122.13750622744988,44.72410864010918
905,707,1067,44.70524401914267_-122.24045315901,-122.24045315901,44.70524401914267
459,261,665,44.72114419967159_-122.18332030694,-122.18332030694,44.72114419967159
645,480,540,44.71575430796687_-122.18062536108764,-122.18062536108764,44.71575430796687
374,360,439,44.67775557144861_-122.19059666074136,-122.19059666074136,44.67775557144861
1104,774,1431,44.72545611303536_-122.1555623646607,-122.1555623646607,44.72545611303536
576,430,489,44.69311676280706_-122.20919178712263,-122.20919178712263,44.69311676280706
343,234,435,44.72626459679107_-122.14208763539892,-122.14208763539892,44.72626459679107
624,486,533,44.706860986654085_-122.19194413366752,-122.19194413366752,44.706860986654085
478,271,646,44.72976802639913_-122.16930658850772,-122.16930658850772,44.72976802639913
596,430,794,44.72006622133064_-122.18547626362188,-122.18547626362188,44.72006622133064
624,406,827,44.72707308054677_-122.16742012641107,-122.16742012641107,44.72707308054677
489,448,444,44.70820845958026_-122.18062536108764,-122.18062536108764,44.70820845958026
652,529,554,44.69662019241512_-122.2029934116622,-122.2029934116622,44.69662019241512
640,488,540,44.70901694333597_-122.18817120947423,-122.18817120947423,44.70901694333597
477,363,581,44.73354095059244_-122.16068276178018,-122.16068276178018,44.73354095059244
641,480,574,44.71494582421116_-122.16607265348487,-122.16607265348487,44.71494582421116
1102,845,1346,44.70497452455744_-122.24126164276568,-122.24126164276568,44.70497452455744
631,479,546,44.69742867617083_-122.20568835751456,-122.20568835751456,44.69742867617083
744,582,861,44.71467632962592_-122.17523546938293,-122.17523546938293,44.71467632962592
601,457,493,44.7017405895346_-122.192483122838,-122.192483122838,44.7017405895346
580,510,505,44.70066261119366_-122.20083745498032,-122.20083745498032,44.70066261119366
726,615,671,44.6979676653413_-122.2277869135039,-122.2277869135039,44.6979676653413
604,527,512,44.710903405432624_-122.1757744585534,-122.1757744585534,44.710903405432624
448,390,466,44.68691838734663_-122.2021849279065,-122.2021849279065,44.68691838734663
604,369,889,44.73003752098437_-122.16822861016678,-122.16822861016678,44.73003752098437
1284,902,1656,44.72599510220583_-122.154753880905,-122.154753880905,44.72599510220583
466,274,639,44.72599510220583_-122.17523546938293,-122.17523546938293,44.72599510220583
626,496,723,44.677486076863374_-122.19652554161657,-122.19652554161657,44.677486076863374
612,495,518,44.7017405895346_-122.19652554161657,-122.19652554161657,44.7017405895346
749,536,636,44.712520372944034_-122.18358980152524,-122.18358980152524,44.712520372944034
762,646,631,44.70254907329032_-122.23425478354956,-122.23425478354956,44.70254907329032
763,575,1006,44.69149979529564_-122.20326290624745,-122.20326290624745,44.69149979529564
722,532,653,44.712520372944034_-122.18251182318429,-122.18251182318429,44.712520372944034
145,92,188,44.72437813469441_-122.16768962099631,-122.16768962099631,44.72437813469441
632,488,523,44.70416604080173_-122.19598655244609,-122.19598655244609,44.70416604080173
1025,817,1208,44.70551351372791_-122.19679503620178,-122.19679503620178,44.70551351372791
606,497,501,44.698506654511775_-122.20487987375886,-122.20487987375886,44.698506654511775
406,336,377,44.698506654511775_-122.19706453078702,-122.19706453078702,44.698506654511775
480,421,479,44.69877614909701_-122.19113564991184,-122.19113564991184,44.69877614909701
401,363,374,44.69176928988088_-122.21296471131592,-122.21296471131592,44.69176928988088
643,509,514,44.71117290001786_-122.17469648021245,-122.17469648021245,44.71117290001786
673,540,562,44.70713048123932_-122.18466777986616,-122.18466777986616,44.70713048123932
260,217,292,44.72060521050111_-122.17712193147956,-122.17712193147956,44.72060521050111
645,501,535,44.69446423573324_-122.2067663358555,-122.2067663358555,44.69446423573324
717,597,799,44.68503192524998_-122.1976035199575,-122.1976035199575,44.68503192524998
629,512,556,44.69527271948894_-122.21835460302066,-122.21835460302066,44.69527271948894
361,273,306,44.72114419967159_-122.24934648032276,-122.24934648032276,44.72114419967159
530,449,509,44.696350697829885_-122.23048185935626,-122.23048185935626,44.696350697829885
336,228,362,44.72788156430248_-122.16661164265535,-122.16661164265535,44.72788156430248
859,556,1073,44.73246297225149_-122.16418619138824,-122.16418619138824,44.73246297225149
1639,1500,1629,44.70497452455744_-122.23425478354956,-122.23425478354956,44.70497452455744
729,623,928,44.71791026464875_-122.15879629968352,-122.15879629968352,44.71791026464875
659,495,533,44.69311676280706_-122.2075748196112,-122.2075748196112,44.69311676280706
406,343,363,44.692577773636586_-122.21215622756024,-122.21215622756024,44.692577773636586
854,615,1106,44.72842055347295_-122.16715063182583,-122.16715063182583,44.72842055347295
699,541,609,44.710903405432624_-122.18547626362188,-122.18547626362188,44.710903405432624
2174,2098,2066,44.71036441626215_-122.23856669691334,-122.23856669691334,44.71036441626215
404,350,420,44.68341495773856_-122.19733402537226,-122.19733402537226,44.68341495773856
266,186,267,44.720874705086345_-122.17685243689432,-122.17685243689432,44.720874705086345
759,599,674,44.70120160036413_-122.23021236477103,-122.23021236477103,44.70120160036413
412,233,573,44.727612069717246_-122.16203023470636,-122.16203023470636,44.727612069717246
560,423,794,44.71656279172257_-122.18466777986616,-122.18466777986616,44.71656279172257
649,493,773,44.71278986752928_-122.18466777986616,-122.18466777986616,44.71278986752928
516,447,599,44.717371275478285_-122.1269959386257,-122.1269959386257,44.717371275478285
646,485,564,44.70982542709168_-122.18709323113328,-122.18709323113328,44.70982542709168
627,536,525,44.702818567875546_-122.18951868240042,-122.18951868240042,44.702818567875546
435,412,460,44.7084779541655_-122.1728100181158,-122.1728100181158,44.7084779541655
469,449,482,44.69769817075606_-122.19140514449708,-122.19140514449708,44.69769817075606
899,643,1150,44.72869004805819_-122.16795911558154,-122.16795911558154,44.72869004805819
690,484,866,44.7265340913763_-122.1698455776782,-122.1698455776782,44.7265340913763
962,704,1171,44.731654488495785_-122.163916696803,-122.163916696803,44.731654488495785
596,450,465,44.696350697829885_-122.211886732975,-122.211886732975,44.696350697829885
724,519,961,44.72599510220583_-122.1728100181158,-122.1728100181158,44.72599510220583
762,507,1001,44.72707308054677_-122.16661164265535,-122.16661164265535,44.72707308054677
432,383,396,44.69311676280706_-122.21512066799782,-122.21512066799782,44.69311676280706
2149,2024,2130,44.710633910847385_-122.23964467525428,-122.23964467525428,44.710633910847385
587,563,549,44.69877614909701_-122.23344629979384,-122.23344629979384,44.69877614909701
396,248,595,44.72518661845013_-122.18358980152524,-122.18358980152524,44.72518661845013
381,326,380,44.69096080612517_-122.21458167882734,-122.21458167882734,44.69096080612517
748,641,666,44.698237159926535_-122.22913438643008,-122.22913438643008,44.698237159926535
690,557,756,44.72033571591588_-122.24557355612949,-122.24557355612949,44.72033571591588
619,507,520,44.70578300831314_-122.19032716615612,-122.19032716615612,44.70578300831314
625,566,493,44.70524401914267_-122.18547626362188,-122.18547626362188,44.70524401914267
716,574,621,44.70766947040979_-122.23910568608382,-122.23910568608382,44.70766947040979
552,520,555,44.69688968700036_-122.23263781603816,-122.23263781603816,44.69688968700036
859,672,1047,44.68718788193187_-122.19814250912796,-122.19814250912796,44.68718788193187
569,548,563,44.69688968700036_-122.23425478354956,-122.23425478354956,44.69688968700036
645,546,779,44.717101780893046_-122.1291518953076,-122.1291518953076,44.717101780893046
435,391,446,44.68530141983521_-122.19975947663936,-122.19975947663936,44.68530141983521
1032,816,1219,44.70605250289837_-122.19706453078702,-122.19706453078702,44.70605250289837
2258,2146,2239,44.71036441626215_-122.23937518066904,-122.23937518066904,44.71036441626215
479,413,568,44.71575430796687_-122.15744882675736,-122.15744882675736,44.71575430796687
663,536,563,44.70739997582456_-122.1841287906957,-122.1841287906957,44.70739997582456
558,441,654,44.67856405520432_-122.19571705786085,-122.19571705786085,44.67856405520432
637,503,691,44.71467632962592_-122.24180063193616,-122.24180063193616,44.71467632962592
414,288,530,44.727612069717246_-122.16661164265535,-122.16661164265535,44.727612069717246
417,396,400,44.69284726822182_-122.21565965716827,-122.21565965716827,44.69284726822182
490,341,641,44.71683228630781_-122.19005767157088,-122.19005767157088,44.71683228630781
633,450,763,44.71467632962592_-122.18978817698564,-122.18978817698564,44.71467632962592
1041,725,1401,44.71952723216017_-122.18062536108764,-122.18062536108764,44.71952723216017
393,361,438,44.71117290001786_-122.1714625451896,-122.1714625451896,44.71117290001786
778,617,632,44.70254907329032_-122.2345242781348,-122.2345242781348,44.70254907329032
690,518,690,44.69096080612517_-122.20326290624745,-122.20326290624745,44.69096080612517
153,110,164,44.72114419967159_-122.1757744585534,-122.1757744585534,44.72114419967159
436,360,494,44.71952723216017_-122.15448438631977,-122.15448438631977,44.71952723216017
445,294,540,44.739739326052856_-122.15879629968352,-122.15879629968352,44.739739326052856
564,458,490,44.712520372944034_-122.17200153436008,-122.17200153436008,44.712520372944034
410,214,626,44.727342575132006_-122.1571793321721,-122.1571793321721,44.727342575132006
640,517,499,44.70578300831314_-122.19356110117896,-122.19356110117896,44.70578300831314
998,812,1232,44.70766947040979_-122.1946390795199,-122.1946390795199,44.70766947040979
648,589,569,44.69985412743795_-122.24422608320327,-122.24422608320327,44.69985412743795
649,498,542,44.71494582421116_-122.17954738274668,-122.17954738274668,44.71494582421116
618,454,544,44.7160238025521_-122.1811643502581,-122.1811643502581,44.7160238025521
443,419,434,44.6979676653413_-122.18924918781518,-122.18924918781518,44.6979676653413
549,542,555,44.69500322490371_-122.25150243700466,-122.25150243700466,44.69500322490371
748,538,955,44.71844925381922_-122.18332030694,-122.18332030694,44.71844925381922
681,574,635,44.69904564368225_-122.2345242781348,-122.2345242781348,44.69904564368225
1848,1464,2120,44.69769817075606_-122.22293601096966,-122.22293601096966,44.69769817075606
249,183,312,44.722761167183_-122.17550496396817,-122.17550496396817,44.722761167183
645,540,548,44.69527271948894_-122.20245442249174,-122.20245442249174,44.69527271948894
438,396,464,44.70039311660842_-122.18736272571851,-122.18736272571851,44.70039311660842
618,548,664,44.68691838734663_-122.20083745498032,-122.20083745498032,44.68691838734663
413,354,443,44.67775557144861_-122.19598655244609,-122.19598655244609,44.67775557144861
988,639,1311,44.72356965093871_-122.15690983758688,-122.15690983758688,44.72356965093871
604,477,500,44.69365575197752_-122.20865279795215,-122.20865279795215,44.69365575197752
457,419,424,44.70120160036413_-122.187901714889,-122.187901714889,44.70120160036413
768,643,684,44.706860986654085_-122.23937518066904,-122.23937518066904,44.706860986654085
766,561,1002,44.72060521050111_-122.1790083935762,-122.1790083935762,44.72060521050111
159,129,178,44.72383914552394_-122.17173203977484,-122.17173203977484,44.72383914552394
751,555,993,44.7152153187964_-122.1908661553266,-122.1908661553266,44.7152153187964
421,431,428,44.698237159926535_-122.18871019864471,-122.18871019864471,44.698237159926535
763,519,690,44.71575430796687_-122.1790083935762,-122.1790083935762,44.71575430796687
382,307,378,44.692577773636586_-122.21916308677636,-122.21916308677636,44.692577773636586
653,592,613,44.70039311660842_-122.24368709403282,-122.24368709403282,44.70039311660842
758,603,603,44.69931513826748_-122.22886489184484,-122.22886489184484,44.69931513826748
764,619,692,44.70147109494937_-122.23910568608382,-122.23910568608382,44.70147109494937
930,697,1148,44.70066261119366_-122.20407139000316,-122.20407139000316,44.70066261119366
349,310,363,44.7122508783588_-122.16795911558154,-122.16795911558154,44.7122508783588
562,483,466,44.69662019241512_-122.21080875463404,-122.21080875463404,44.69662019241512
639,515,566,44.70120160036413_-122.2013764441508,-122.2013764441508,44.70120160036413
613,491,550,44.69284726822182_-122.20811380878168,-122.20811380878168,44.69284726822182
1149,990,1088,44.71009492167691_-122.24072265359524,-122.24072265359524,44.71009492167691
622,484,799,44.72060521050111_-122.154753880905,-122.154753880905,44.72060521050111
1170,976,1118,44.71332885669975_-122.24126164276568,-122.24126164276568,44.71332885669975
387,257,544,44.72464762927965_-122.16499467514394,-122.16499467514394,44.72464762927965
651,531,529,44.71036441626215_-122.1781999098205,-122.1781999098205,44.71036441626215
682,558,778,44.7122508783588_-122.18951868240042,-122.18951868240042,44.7122508783588
539,541,520,44.69581170865941_-122.22886489184484,-122.22886489184484,44.69581170865941
533,377,696,44.71494582421116_-122.18871019864471,-122.18871019864471,44.71494582421116
703,532,660,44.71494582421116_-122.1631082130473,-122.1631082130473,44.71494582421116
460,255,579,44.72599510220583_-122.16364720221776,-122.16364720221776,44.72599510220583
664,545,541,44.710633910847385_-122.17954738274668,-122.17954738274668,44.710633910847385
369,264,301,44.72033571591588_-122.24665153447042,-122.24665153447042,44.72033571591588
449,406,498,44.67883354978955_-122.1908661553266,-122.1908661553266,44.67883354978955
177,124,245,44.72410864010918_-122.17415749104195,-122.17415749104195,44.72410864010918
463,404,389,44.69742867617083_-122.2000289712246,-122.2000289712246,44.69742867617083
641,518,554,44.70739997582456_-122.18709323113328,-122.18709323113328,44.70739997582456
572,482,718,44.70793896499503_-122.17496597479769,-122.17496597479769,44.70793896499503
437,421,405,44.70389654621649_-122.18439828528092,-122.18439828528092,44.70389654621649
680,587,594,44.702279578705074_-122.23910568608382,-122.23910568608382,44.702279578705074
586,441,499,44.69742867617083_-122.21000027087834,-122.21000027087834,44.69742867617083
673,574,850,44.71036441626215_-122.18924918781518,-122.18924918781518,44.71036441626215
377,289,392,44.6904218169547_-122.20811380878168,-122.20811380878168,44.6904218169547
666,458,672,44.71683228630781_-122.17927788816144,-122.17927788816144,44.71683228630781
353,339,398,44.69176928988088_-122.21808510843542,-122.21808510843542,44.69176928988088
354,328,366,44.71359835128498_-122.16041326719494,-122.16041326719494,44.71359835128498
650,531,513,44.71332885669975_-122.17227102894532,-122.17227102894532,44.71332885669975
204,163,267,44.72060521050111_-122.17685243689432,-122.17685243689432,44.72060521050111
638,461,544,44.71332885669975_-122.18089485567286,-122.18089485567286,44.71332885669975
850,701,716,44.69985412743795_-122.23398528896432,-122.23398528896432,44.69985412743795
597,460,812,44.727342575132006_-122.1714625451896,-122.1714625451896,44.727342575132006
1038,728,1362,44.71629329713734_-122.17011507226344,-122.17011507226344,44.71629329713734
407,197,587,44.727342575132006_-122.163916696803,-122.163916696803,44.727342575132006
621,462,510,44.70120160036413_-122.1976035199575,-122.1976035199575,44.70120160036413
555,464,486,44.69365575197752_-122.21512066799782,-122.21512066799782,44.69365575197752
735,575,726,44.69715918158559_-122.21404268965688,-122.21404268965688,44.69715918158559
801,708,664,44.70066261119366_-122.23209882686768,-122.23209882686768,44.70066261119366
784,573,1077,44.71575430796687_-122.17119305060436,-122.17119305060436,44.71575430796687
307,273,363,44.71979672674541_-122.1517894404674,-122.1517894404674,44.71979672674541
614,483,513,44.69554221407418_-122.21458167882734,-122.21458167882734,44.69554221407418
941,651,1174,44.73084600474007_-122.16499467514394,-122.16499467514394,44.73084600474007
480,276,720,44.7257256076206_-122.16122175095065,-122.16122175095065,44.7257256076206
660,470,582,44.7152153187964_-122.16634214807011,-122.16634214807011,44.7152153187964
636,466,494,44.71332885669975_-122.1803558665024,-122.1803558665024,44.71332885669975
750,585,997,44.720874705086345_-122.15232842963786,-122.15232842963786,44.720874705086345
860,723,677,44.70066261119366_-122.23641074023143,-122.23641074023143,44.70066261119366
447,383,433,44.69877614909701_-122.19194413366752,-122.19194413366752,44.69877614909701
145,108,180,44.72168318884206_-122.17523546938293,-122.17523546938293,44.72168318884206
290,252,334,44.71952723216017_-122.15286741880834,-122.15286741880834,44.71952723216017
525,437,444,44.69311676280706_-122.21215622756024,-122.21215622756024,44.69311676280706
591,497,500,44.7009321057789_-122.20083745498032,-122.20083745498032,44.7009321057789
679,421,883,44.73192398308102_-122.16580315889966,-122.16580315889966,44.73192398308102
627,439,525,44.71467632962592_-122.1698455776782,-122.1698455776782,44.71467632962592
453,253,642,44.72895954264342_-122.1577183213426,-122.1577183213426,44.72895954264342
481,388,580,44.72114419967159_-122.15367590256405,-122.15367590256405,44.72114419967159
643,483,538,44.71494582421116_-122.17981687733192,-122.17981687733192,44.71494582421116
455,453,493,44.69662019241512_-122.19517806869035,-122.19517806869035,44.69662019241512
697,530,576,44.696350697829885_-122.22051055970252,-122.22051055970252,44.696350697829885
644,507,552,44.70389654621649_-122.19706453078702,-122.19706453078702,44.70389654621649
713,583,663,44.70012362202319_-122.24476507237377,-122.24476507237377,44.70012362202319
798,660,668,44.70066261119366_-122.2329073106234,-122.2329073106234,44.70066261119366
513,371,644,44.73893084229715_-122.15852680509828,-122.15852680509828,44.73893084229715
706,506,891,44.72491712386488_-122.1525979242231,-122.1525979242231,44.72491712386488
630,543,538,44.71278986752928_-122.17469648021245,-122.17469648021245,44.71278986752928
643,479,867,44.719257737574935_-122.18278131776952,-122.18278131776952,44.719257737574935
833,620,1010,44.68934383861375_-122.20191543332126,-122.20191543332126,44.68934383861375
1959,1770,1942,44.70713048123932_-122.23668023481667,-122.23668023481667,44.70713048123932
746,544,897,44.71952723216017_-122.17954738274668,-122.17954738274668,44.71952723216017
436,271,623,44.726803585961534_-122.17415749104195,-122.17415749104195,44.726803585961534
528,339,726,44.723300156353474_-122.18224232859905,-122.18224232859905,44.723300156353474
481,413,496,44.68260647398286_-122.19598655244609,-122.19598655244609,44.68260647398286
912,856,844,44.70389654621649_-122.23721922398715,-122.23721922398715,44.70389654621649
1242,962,1555,44.70147109494937_-122.20191543332126,-122.20191543332126,44.70147109494937
623,454,754,44.73893084229715_-122.15798781592784,-122.15798781592784,44.73893084229715
755,525,946,44.720874705086345_-122.1781999098205,-122.1781999098205,44.720874705086345
741,617,625,44.696350697829885_-122.22509196765157,-122.22509196765157,44.696350697829885
413,245,603,44.72249167259776_-122.17846940440576,-122.17846940440576,44.72249167259776
622,524,512,44.69688968700036_-122.20056796039508,-122.20056796039508,44.69688968700036
425,348,437,44.69500322490371_-122.19625604703133,-122.19625604703133,44.69500322490371
438,338,492,44.72006622133064_-122.15879629968352,-122.15879629968352,44.72006622133064
658,520,537,44.71171188918833_-122.2420701265214,-122.2420701265214,44.71171188918833
431,283,598,44.72410864010918_-122.17981687733192,-122.17981687733192,44.72410864010918
637,519,536,44.70497452455744_-122.18924918781518,-122.18924918781518,44.70497452455744
