,Time,Site,Cylindrospermopsin,Microcystin,Depth,LCMSMS_Cylindrospermopsin,LCMSMS_Microcystin
1424,2019-06-15 00:00:00,CFE,0.005,0.027,,,
1425,2019-06-15 00:00:00,4E,0.009,0.018,,,
1426,2019-06-15 00:00:00,4W,0.0,0.036,,,
1427,2019-06-15 00:00:00,1W,0.003,0.021,,,
1428,2019-06-15 00:00:00,1E,0.001,0.04,,,
1429,2019-06-15 00:00:00,PS,0.017,0.017,,,
1430,2019-06-15 00:00:00,3W,0.0,0.024,,,
1431,2019-06-15 00:00:00,RF-E,0.012,5.0,,,
1432,2019-06-15 00:00:00,RF-I,0.017,0.114,,,
1433,2019-06-15 00:00:00,PK,0.0,0.223,,,
1434,2019-06-15 00:00:00,BCR,0.0,0.652,,,
1435,2019-06-16 00:00:00,MI,0.004,0.14,,,
1436,2019-06-16 00:00:00,RF-I,0.0,0.14,,,
1437,2019-06-16 00:00:00,RF-E,0.0,0.04,,,
1438,2019-06-16 00:00:00,PS,0.0,0.023,,,
1439,2019-06-16 00:00:00,1W,0.0,0.073,,,
1440,2019-06-16 00:00:00,1E,0.0,0.068,,,
1441,2019-06-16 00:00:00,3W,0.0,0.041,,,
1442,2019-06-16 00:00:00,4W,0.0,0.039,,,
1443,2019-06-16 00:00:00,4E,0.0,0.057,,,
1444,2019-06-16 00:00:00,CFE,0.0,0.091,,,
1445,2019-06-16 00:00:00,CFE,0.0,0.067,,,
1446,2019-06-16 00:00:00,AG,0.0,0.042,,,
1447,2019-06-16 00:00:00,PK,0.014,0.171,,,
1448,2019-06-16 00:00:00,BCR,0.07,2.077,,,
1449,2019-06-17 00:00:00,MI,0.017,0.179,,,
1450,2019-06-17 00:00:00,RF-I,0.006,0.141,,,
1451,2019-06-17 00:00:00,RF-E,0.011,0.068,,,
1452,2019-06-17 00:00:00,PS,0.011,0.076,,,
1453,2019-06-17 00:00:00,1W,0.002,0.094,,,
1454,2019-06-17 00:00:00,1E,0.0,0.087,,,
1455,2019-06-17 00:00:00,3W,0.0,0.058,,,
1456,2019-06-17 00:00:00,4W,0.0,0.039,,,
1457,2019-06-17 00:00:00,4E,0.0,0.068,,,
1458,2019-06-17 00:00:00,CFE,0.0,0.063,,,
1459,2019-06-17 00:00:00,CFE,0.0,0.028,,,
1460,2019-06-17 00:00:00,AG,0.0,0.056,,,
1461,2019-06-17 00:00:00,PK,0.024,0.329,,,
1462,2019-06-17 00:00:00,BCR,0.07,2.001,,,
1463,2019-06-17 00:00:00,LB,0.121,3.83,,,
1464,2019-06-17 00:00:00,LBS,0.071,2.602,21.0,,
1465,2019-06-17 00:00:00,LBP,0.009,0.024,159.0,,
1466,2019-06-17 00:00:00,HT,0.107,4.519,,,
1467,2019-06-17 00:00:00,BO,0.084,1.553,,,
1468,2019-06-18 00:00:00,MI,0.034,0.357,,,
1469,2019-06-18 00:00:00,RF-I,,0.306,,,
1470,2019-06-18 00:00:00,RF-E,0.003,0.079,,,
1471,2019-06-18 00:00:00,PS,0.019,0.0,,,
1472,2019-06-18 00:00:00,1W,0.016,0.0,,,
1473,2019-06-18 00:00:00,1E,0.011,0.035,,,
1474,2019-06-18 00:00:00,3W,0.004,0.063,,,
1475,2019-06-18 00:00:00,4W,0.013,0.064,,,
1476,2019-06-18 00:00:00,4E,0.01,0.072,,,
1477,2019-06-18 00:00:00,CFE,0.013,0.032,,,
1478,2019-06-18 00:00:00,CFE,0.011,0.027,,,
1479,2019-06-18 00:00:00,AG,0.004,0.033,,,
1480,2019-06-18 00:00:00,PK,0.02,0.438,,,
1481,2019-06-18 00:00:00,BCR,0.063,2.385,,,
1482,2019-06-18 00:00:00,LB,0.069,3.221,,,
1483,2019-06-18 00:00:00,LBS,0.06,3.531,21.0,,
1484,2019-06-18 00:00:00,LBP,0.001,0.014,159.0,,
1485,2019-06-18 00:00:00,HT,0.093,3.133,,,
1486,2019-06-18 00:00:00,BO,0.04,1.025,,,
1487,2019-06-19 00:00:00,MI,0.034,0.553,,,
1488,2019-06-19 00:00:00,RF-I,0.037,0.574,,,
1489,2019-06-19 00:00:00,RF-E,0.02,0.003,,,
1490,2019-06-19 00:00:00,PS,0.003,0.022,,,
1491,2019-06-19 00:00:00,1W,0.017,0.0,,,
1492,2019-06-19 00:00:00,1E,0.018,0.006,,,
1493,2019-06-19 00:00:00,3W,0.016,0.0,,,
1494,2019-06-19 00:00:00,4W,0.004,0.0,,,
1495,2019-06-19 00:00:00,4E,0.013,0.0,,,
1496,2019-06-19 00:00:00,CFE,0.02,0.011,,,
1497,2019-06-19 00:00:00,CFE,0.018,0.052,,,
1498,2019-06-19 00:00:00,AG,0.0,0.008,,,
1499,2019-06-19 00:00:00,PP,0.007,0.0,,,
1500,2019-06-19 00:00:00,Sch.M,0.005,0.0,,,
1501,2019-06-19 00:00:00,PK,0.018,0.598,,,
1502,2019-06-19 00:00:00,BCR,0.061,2.568,,,
1503,2019-06-19 00:00:00,LB,0.07,4.32,,,
1504,2019-06-19 00:00:00,LBS,0.032,5.0,21.0,,
1505,2019-06-19 00:00:00,LBP,0.0,0.019,159.0,,
1506,2019-06-19 00:00:00,HT,0.072,3.4,,,
1507,2019-06-19 00:00:00,BO,0.093,0.615,,,
1508,2019-07-25 00:00:00,MI,,0.455,,,
1509,2019-07-25 00:00:00,RF-I,,0.149,,,
1510,2019-07-25 00:00:00,PS,,0.0,,,
1511,2019-07-25 00:00:00,1W,,0.0,,,
1512,2019-07-25 00:00:00,1E,,0.0,,,
1513,2019-07-25 00:00:00,3W,,0.0,,,
1514,2019-07-25 00:00:00,3E,,0.0,,,
1515,2019-07-25 00:00:00,4E,,0.0,,,
1516,2019-07-25 00:00:00,CFE,,0.0,,,
1517,2019-07-25 00:00:00,PP,,0.0,,,
1518,2019-07-25 00:00:00,Sch.M,,0.0,,,
1519,2019-07-25 00:00:00,AG,,0.0,,,
1520,2019-07-25 00:00:00,PK,0.009,0.456,,,
1521,2019-07-25 00:00:00,BCR,0.02,0.854,,,
1522,2019-07-25 00:00:00,LB,0.0,2.333,,,
1523,2019-07-25 00:00:00,LBS,0.0,1.887,10.0,,
1524,2019-07-25 00:00:00,LBP,0.0,0.056,148.0,,
1525,2019-07-25 00:00:00,HT,0.0,4.535,,,
1526,2019-07-25 00:00:00,BO,0.0,0.228,,,
1527,2019-07-26 00:00:00,MI,,0.382,,,
1528,2019-07-26 00:00:00,RF-I,,0.104,,,
1529,2019-07-26 00:00:00,PS,,0.049,,,
1530,2019-07-26 00:00:00,1W,,0.0,,,
1531,2019-07-26 00:00:00,1E,,0.0,,,
1532,2019-07-26 00:00:00,3W,,0.038,,,
1533,2019-07-26 00:00:00,3E,,0.045,,,
1534,2019-07-26 00:00:00,4E,,0.0,,,
1535,2019-07-26 00:00:00,CFE,,0.006,,,
1536,2019-07-26 00:00:00,CFE,,0.037,,,
1537,2019-07-26 00:00:00,PP,,0.029,,,
1538,2019-07-26 00:00:00,Sch.M,,0.05,,,
1539,2019-07-26 00:00:00,AG,,0.024,,,
1540,2019-07-26 00:00:00,PK,,0.23,,,
1541,2019-07-26 00:00:00,BCR,,0.794,,,
1542,2019-07-27 00:00:00,MI,,0.25,,,
1543,2019-07-27 00:00:00,RF-I,,0.137,,,
1544,2019-07-27 00:00:00,PS,,0.113,,,
1545,2019-07-27 00:00:00,1W,,0.03,,,
1546,2019-07-27 00:00:00,1E,,0.043,,,
1547,2019-07-27 00:00:00,3W,,0.065,,,
1548,2019-07-27 00:00:00,3E,,0.117,,,
1549,2019-07-27 00:00:00,4E,,0.014,,,
1550,2019-07-27 00:00:00,CFE,,0.019,,,
1551,2019-07-27 00:00:00,CFE,,0.063,,,
1552,2019-07-27 00:00:00,PP,,0.05,,,
1553,2019-07-27 00:00:00,Sch.M,,0.025,,,
1554,2019-07-27 00:00:00,AG,,0.0,,,
1555,2019-07-28 00:00:00,MI,,0.254,,,
1556,2019-07-28 00:00:00,RF-I,,0.08,,,
1557,2019-07-28 00:00:00,RF-I,,0.145,,,
1558,2019-07-28 00:00:00,RF-E,,0.032,,,
1559,2019-07-28 00:00:00,PS,,0.0,,,
1560,2019-07-28 00:00:00,1W,,0.015,,,
1561,2019-07-28 00:00:00,1E,,0.001,,,
1562,2019-07-28 00:00:00,3W,,0.002,,,
1563,2019-07-28 00:00:00,3E,,0.0,,,
1564,2019-07-28 00:00:00,4E,,0.011,,,
1565,2019-07-28 00:00:00,CFE,,0.008,,,
1566,2019-07-28 00:00:00,CFE,,0.062,,,
1567,2019-07-28 00:00:00,PP,,0.002,,,
1568,2019-07-28 00:00:00,Sch.M,,0.0,,,
1569,2019-07-28 00:00:00,AG,,0.0,,,
1570,2019-07-29 00:00:00,MI,0.004,0.361,,,
1571,2019-07-29 00:00:00,RF-I,,0.106,,,
1572,2019-07-29 00:00:00,RF-E,,0.047,,,
1573,2019-07-29 00:00:00,PS,,0.126,,,
1574,2019-07-29 00:00:00,1W,,0.03,,,
1575,2019-07-29 00:00:00,1E,,0.104,,,
1576,2019-07-29 00:00:00,3W,,0.07,,,
1577,2019-07-29 00:00:00,3E,,0.079,,,
1578,2019-07-29 00:00:00,4E,,0.045,,,
1579,2019-07-29 00:00:00,CFE,,0.123,,,
1580,2019-07-29 00:00:00,CFE,,0.157,,,
1581,2019-07-29 00:00:00,PP,,0.007,,,
1582,2019-07-29 00:00:00,Sch.M,,0.077,,,
1583,2019-07-29 00:00:00,AG,0.0,0.065,,,
1584,2019-07-29 00:00:00,PK,0.0,0.699,,,
1585,2019-07-29 00:00:00,BCR,,1.621,,,
1586,2019-07-30 00:00:00,MI,,0.392,,,
1587,2019-07-30 00:00:00,RF-I,,0.064,,,
1588,2019-07-30 00:00:00,PS,,0.094,,,
1589,2019-07-30 00:00:00,1W,,0.105,,,
1590,2019-07-30 00:00:00,1E,,0.0,,,
1591,2019-07-30 00:00:00,3W,,0.055,,,
1592,2019-07-30 00:00:00,3E,,0.042,,,
1593,2019-07-30 00:00:00,4E,,0.055,,,
1594,2019-07-30 00:00:00,CFE,,0.0,,,
1595,2019-07-30 00:00:00,CFE,,0.053,,,
1596,2019-07-30 00:00:00,PP,,0.223,,,
1597,2019-07-30 00:00:00,Sch.M,,0.071,,,
1598,2019-07-30 00:00:00,AG,,0.0,,,
1599,2019-07-30 00:00:00,PK,0.027,0.51,,,
1600,2019-07-30 00:00:00,BCR,0.043,3.478,,,
1601,2019-07-30 00:00:00,LB,0.049,1.573,,,
1602,2019-07-30 00:00:00,LBS,0.0,1.414,9.0,,
1603,2019-07-30 00:00:00,LBP,0.0,0.043,147.0,,
1604,2019-07-30 00:00:00,HT,0.0,0.78,,,
1605,2019-07-30 00:00:00,BO,0.0,0.331,,,
1606,2019-07-30 00:00:00,PP,,0.067,,,
1607,2019-07-31 00:00:00,MI,,0.34,,,
1608,2019-07-31 00:00:00,RF-I,,0.149,,,
1609,2019-07-31 00:00:00,PS,,0.0,,,
1610,2019-07-31 00:00:00,1W,,0.0,,,
1611,2019-07-31 00:00:00,1E,,0.0,,,
1612,2019-07-31 00:00:00,3W,,0.0,,,
1613,2019-07-31 00:00:00,3E,,0.0,,,
1614,2019-07-31 00:00:00,4E,,0.0,,,
1615,2019-07-31 00:00:00,CFE,,0.0,,,
1616,2019-07-31 00:00:00,CFE,,0.023,,,
1617,2019-07-31 00:00:00,PP,,0.02,,,
1618,2019-07-31 00:00:00,Sch.M,,0.0,,,
1619,2019-07-31 00:00:00,AG,,0.0,,,
1620,2019-07-31 00:00:00,BCR,,1.897,,,
1621,2019-07-31 00:00:00,PK,,0.526,,,
1622,2019-06-03 06:50:00,MI,0.016,0.033,0.0,,
1623,2019-06-03 06:20:00,RF-I,0.024,0.048,0.0,,
1624,2019-06-03 06:18:00,RF-E,0.007,0.021,0.0,,
1625,2019-06-03 06:23:00,PS,0.016,0.007,0.0,,
1626,2019-06-03 06:22:00,1W,0.014,0.014,0.0,,
1627,2019-06-03 06:26:00,3W,0.029,0.0,0.0,,
1628,2019-06-03 06:28:00,4W,0.016,0.039,0.0,,
1629,2019-06-03 06:29:00,4E,0.018,0.006,0.0,,
1630,2019-06-03 06:10:00,CFE,0.021,0.0,0.0,,
1631,2019-06-03 07:28:00,AG,0.03,0.014,0.0,,
1632,2019-06-03 07:50:00,BCR,0.0,0.038,0.0,,
1633,2019-06-03 08:40:00,LB,0.02,0.088,0.0,,
1634,2019-06-03 09:00:00,LBS,0.024,0.011,21.0,,
1635,2019-06-03 09:05:00,LBP,0.008,0.01,159.0,,
1636,2019-06-03 09:35:00,HT,0.024,0.094,0.0,,
1637,2019-06-03 10:15:00,BO,0.029,0.081,0.0,,
1638,2019-06-03 11:35:00,PK,0.021,0.003,0.0,,
1639,2019-06-04 06:41:00,MI,0.018,0.0,0.0,,
1640,2019-06-04 06:25:00,RF-I,0.026,0.002,0.0,,
1641,2019-06-04 06:28:00,PS,0.017,0.026,0.0,,
1642,2019-06-04 06:26:00,1W,0.021,0.0,0.0,,
1643,2019-06-04 06:32:00,3W,0.028,0.002,0.0,,
1644,2019-06-04 06:38:00,4W,0.008,0.036,0.0,,
1645,2019-06-04 06:38:00,4E,0.022,0.028,0.0,,
1646,2019-06-04 06:42:00,CFE,0.025,0.071,0.0,,
1647,2019-06-04 07:30:00,AG,0.033,0.02,0.0,,
1648,2019-06-04 06:20:00,RF-E,0.019,0.132,0.0,,
1649,2019-06-04 08:00:00,PK,0.024,0.05,0.0,,
1650,2019-06-04 08:20:00,BCR,0.025,0.071,0.0,,
1651,2019-06-04 09:20:00,LB,0.029,0.104,0.0,,
1652,2019-06-04 09:30:00,LBS,0.027,0.152,21.0,,
1653,2019-06-04 09:45:00,LBP,0.021,0.126,159.0,,
1654,2019-06-04 10:00:00,HT,0.042,0.181,0.0,,
1655,2019-06-04 10:40:00,BO,0.047,0.118,0.0,,
1656,2019-06-05 06:50:00,MI,0.019,0.011,0.0,,
1657,2019-06-05 06:38:00,RF-I,0.022,0.019,0.0,,
1658,2019-06-05 06:35:00,RF-E,0.005,0.028,0.0,,
1659,2019-06-05 06:41:00,PSE,0.014,0.012,0.0,,
1660,2019-06-05 06:39:00,1W,0.021,0.011,0.0,,
1661,2019-06-05 06:44:00,3W,0.021,0.005,0.0,,
1662,2019-06-05 06:47:00,4W,0.008,0.013,0.0,,
1663,2019-06-05 06:46:00,4E,0.018,0.0,0.0,,
1664,2019-06-05 07:05:00,CFE,0.023,0.004,0.0,,
1665,2019-06-05 07:35:00,AG,0.027,0.0,0.0,,
1666,2019-06-05 09:45:00,PK,0.011,0.052,0.0,,
1667,2019-06-05 10:00:00,BCR,0.026,0.082,0.0,,
1668,2019-06-05 10:50:00,LB,0.018,0.161,0.0,,
1669,2019-06-05 10:55:00,LBS,0.029,0.158,21.0,,
1670,2019-06-05 11:05:00,LBP,0.007,0.055,159.0,,
1671,2019-06-05 11:30:00,HT,0.038,0.185,0.0,,
1672,2019-06-05 11:50:00,BO,0.051,0.16,0.0,,
1673,2019-06-06 06:50:00,MI,0.017,0.02,0.0,,
1674,2019-06-06 06:40:00,RF-I,0.02,0.033,0.0,,
1675,2019-06-06 06:37:00,RF-E,0.0,0.074,0.0,,
1676,2019-06-06 06:43:00,PS,0.004,0.08,0.0,,
1677,2019-06-06 06:41:00,1W,0.019,0.078,0.0,,
1678,2019-06-06 06:46:00,3W,0.017,0.13,0.0,,
1679,2019-06-06 06:47:00,4W,0.007,0.141,0.0,,
1680,2019-06-06 06:48:00,4E,0.015,0.07,0.0,,
1681,2019-06-06 07:00:00,CFE,0.023,0.084,0.0,,
1682,2019-06-06 07:30:00,AG,0.029,0.117,0.0,,
1683,2019-06-06 08:30:00,PK,0.016,0.03,0.0,,
1684,2019-06-06 08:45:00,BCR,0.014,0.058,0.0,,
1685,2019-06-06 09:30:00,LB,0.014,0.137,0.0,,
1686,2019-06-06 09:40:00,LBS,0.005,0.046,21.0,,
1687,2019-06-06 09:50:00,LBP,0.013,0.036,159.0,,
1688,2019-06-06 10:10:00,HT,0.035,0.302,0.0,,
1689,2019-06-06 10:30:00,BO,,0.216,0.0,,
1690,2019-06-20 00:00:00,MI,0.038,0.826,,,
1691,2019-06-20 00:00:00,RF-I,0.017,0.364,,,
1692,2019-06-20 00:00:00,RF-E,0.011,0.032,,,
1693,2019-06-20 00:00:00,PS,0.009,0.025,,,
1694,2019-06-20 00:00:00,1W,0.015,0.013,,,
1695,2019-06-20 00:00:00,1E,0.014,0.02,,,
1696,2019-06-20 00:00:00,3W,0.009,0.032,,,
1697,2019-06-20 00:00:00,4W,0.01,0.037,,,
1698,2019-06-20 00:00:00,4E,0.016,0.009,,,
1699,2019-06-20 00:00:00,CFE,0.014,0.019,,,
1700,2019-06-20 00:00:00,CFE,0.008,0.038,,,
1701,2019-06-20 00:00:00,PP,0.002,0.014,,,
1702,2019-06-20 00:00:00,Sch.M,0.008,0.009,,,
1703,2019-06-20 00:00:00,AG,0.004,0.017,,,
1704,2019-06-20 00:00:00,PK,0.03,0.692,,,
1705,2019-06-20 00:00:00,BCR,0.054,3.752,,,
1706,2019-06-20 00:00:00,LB,0.051,5.0,,,
1707,2019-06-20 00:00:00,LBS,0.036,5.0,20.0,,
1708,2019-06-20 00:00:00,LBP,0.011,0.016,158.0,,
1709,2019-06-20 00:00:00,HT,0.076,2.088,,,
1710,2019-06-20 00:00:00,BO,0.051,1.086,,,
1711,2019-06-21 00:00:00,MI,0.038,0.808,,,
1712,2019-06-21 00:00:00,RF-I,0.034,0.747,,,
1713,2019-06-21 00:00:00,RF-E,0.011,0.026,,,
1714,2019-06-21 00:00:00,PS,0.007,0.042,,,
1715,2019-06-21 00:00:00,1W,0.015,0.011,,,
1716,2019-06-21 00:00:00,1E,0.016,0.05,,,
1717,2019-06-21 00:00:00,3W,0.013,0.034,,,
1718,2019-06-21 00:00:00,4W,0.006,0.026,,,
1719,2019-06-21 00:00:00,4E,0.016,0.009,,,
1720,2019-06-21 00:00:00,CFE,0.017,0.058,,,
1721,2019-06-21 00:00:00,CFE,0.012,0.038,,,
1722,2019-06-21 00:00:00,PP,0.0,0.034,,,
1723,2019-06-21 00:00:00,Sch.M ,0.004,0.003,,,
1724,2019-06-21 00:00:00,AG,0.006,0.032,,,
1725,2019-06-21 00:00:00,LBP,0.013,0.018,158.0,,
1726,2019-06-21 00:00:00,PK,0.023,0.927,,,
1727,2019-06-21 00:00:00,BO,0.079,2.372,,,
1728,2019-06-21 00:00:00,HT,0.061,3.147,,,
1729,2019-06-21 00:00:00,BCR,0.039,3.989,,,
1730,2019-06-21 00:00:00,LBS,0.042,5.0,20.0,,
1731,2019-06-21 00:00:00,LB,0.05,5.0,,,
1732,2019-06-22 00:00:00,AG,0.004,0.002,,,
1733,2019-06-22 00:00:00,Sch.M ,0.007,0.007,,,
1734,2019-06-22 00:00:00,PP,0.0,0.008,,,
1735,2019-06-22 00:00:00,MI,0.035,1.224,,,
1736,2019-06-22 00:00:00,RF-I,0.007,0.728,,,
1737,2019-06-22 00:00:00,RF-E,0.006,0.013,,,
1738,2019-06-22 00:00:00,PS,0.001,0.021,,,
1739,2019-06-22 00:00:00,1W,0.008,0.0,,,
1740,2019-06-22 00:00:00,1E,0.008,0.015,,,
1741,2019-06-22 00:00:00,3W,0.006,0.012,,,
1742,2019-06-22 00:00:00,4W,0.004,0.004,,,
1743,2019-06-22 00:00:00,4E,0.005,0.0,,,
1744,2019-06-22 00:00:00,CFE,0.007,0.002,,,
1745,2019-06-22 00:00:00,CFE,0.008,0.016,,,
1746,2019-06-22 00:00:00,PK,0.009,1.119,,,
1747,2019-06-22 00:00:00,BCR,0.018,3.777,,,
1748,2019-06-23 00:00:00,PK,0.0,1.261,,,
1749,2019-06-23 00:00:00,BCR,0.016,4.475,,,
1750,2019-06-23 00:00:00,AG,0.008,0.01,,,
1751,2019-06-23 00:00:00,Sch.M ,0.003,0.004,,,
1752,2019-06-23 00:00:00,PP,0.002,0.005,,,
1753,2019-06-23 00:00:00,MI,0.025,0.62,,,
1754,2019-06-23 00:00:00,RF-I,0.008,0.546,,,
1755,2019-06-23 00:00:00,RF-E,0.002,0.014,,,
1756,2019-06-23 00:00:00,PS,0.0,0.168,,,
1757,2019-06-23 00:00:00,1W,,0.006,,,
1758,2019-06-23 00:00:00,1E,0.005,0.018,,,
1759,2019-06-23 00:00:00,3W,0.002,0.014,,,
1760,2019-06-23 00:00:00,4W,0.0,0.056,,,
1761,2019-06-23 00:00:00,4E,0.0,0.017,,,
1762,2019-06-23 00:00:00,CFE,0.0,0.03,,,
1763,2019-06-23 00:00:00,CFE,0.0,0.019,,,
1764,2019-06-24 00:00:00,MI,0.009,1.686,,,
1765,2019-06-24 00:00:00,RF-I,0.0,0.759,,,
1766,2019-06-24 00:00:00,PS,0.0,0.183,,,
1767,2019-06-24 00:00:00,1W,0.0,0.02,,,
1768,2019-06-24 00:00:00,1E,0.0,0.041,,,
1769,2019-06-24 00:00:00,3W,0.0,0.02,,,
1770,2019-06-24 00:00:00,3E,0.0,0.038,,,
1771,2019-06-24 00:00:00,4W,0.0,0.024,,,
1772,2019-06-24 00:00:00,4E,0.0,0.032,,,
1773,2019-06-24 00:00:00,CFE,0.0,0.017,,,
1774,2019-06-24 00:00:00,CFE,0.0,0.046,,,
1775,2019-06-24 00:00:00,PP,0.0,0.007,,,
1776,2019-06-24 00:00:00,MI,0.0,0.024,,,
1777,2019-06-24 00:00:00,AG,0.0,0.031,,,
1778,2019-06-24 00:00:00,PK,0.0,1.417,,,
1779,2019-06-24 00:00:00,BCR,0.003,3.339,,,
1780,2019-06-24 00:00:00,LB,0.043,2.672,,,
1781,2019-06-24 00:00:00,LBS,0.041,4.086,19.0,,
1782,2019-06-24 00:00:00,LBP,0.0,0.0,157.0,,
1783,2019-06-24 00:00:00,HT,0.032,3.484,,,
1784,2019-06-24 00:00:00,BO,0.062,0.771,,,
1785,2019-06-25 00:00:00,LBP,0.02,0.063,156.0,,
1786,2019-06-25 00:00:00,BO,0.098,0.878,,,
1787,2019-06-25 00:00:00,PK,0.013,1.348,,,
1788,2019-06-25 00:00:00,LB,0.082,4.36,,,
1789,2019-06-25 00:00:00,BCR,0.054,3.092,,,
1790,2019-06-25 00:00:00,HT,0.071,3.493,,,
1791,2019-06-25 00:00:00,LBS,0.081,4.712,18.0,,
1792,2019-06-25 00:00:00,MI,0.038,2.043,,,
1793,2019-06-25 00:00:00,RF-I,0.027,0.955,,,
1794,2019-06-25 00:00:00,PS,0.003,0.118,,,
1795,2019-06-25 00:00:00,1W,0.01,0.0,,,
1796,2019-06-25 00:00:00,1E,0.016,0.0,,,
1797,2019-06-25 00:00:00,3W,0.022,0.0,,,
1798,2019-06-25 00:00:00,3E,0.007,0.0,,,
1799,2019-06-25 00:00:00,4W,0.015,0.0,,,
1800,2019-06-25 00:00:00,4E,0.02,0.0,,,
1801,2019-06-25 00:00:00,CFE,0.025,0.0,,,
1802,2019-06-25 00:00:00,CFE,0.005,0.0,,,
1803,2019-06-25 00:00:00,PP,0.016,0.0,,,
1804,2019-06-25 00:00:00,Sch.M ,0.023,0.0,,,
1805,2019-06-25 00:00:00,AG,0.031,0.0,,,
1806,2019-06-26 00:00:00,AG,0.004,0.0,,,
1807,2019-06-26 00:00:00,Sch.M ,0.004,0.0,,,
1808,2019-06-26 00:00:00,PP,0.0,0.0,,,
1809,2019-06-26 00:00:00,MI,0.029,1.497,,,
1810,2019-06-26 00:00:00,RF-I,0.01,0.836,,,
1811,2019-06-26 00:00:00,PS,0.008,0.185,,,
1812,2019-06-26 00:00:00,1W,0.0,0.01,,,
1813,2019-06-26 00:00:00,1E,0.006,0.0,,,
1814,2019-06-26 00:00:00,3W,0.01,0.0,,,
1815,2019-06-26 00:00:00,3E,0.005,0.0,,,
1816,2019-06-26 00:00:00,4W,0.0,0.01,,,
1817,2019-06-26 00:00:00,4E,0.0,0.0,,,
1818,2019-06-26 00:00:00,CFE,0.0,0.03,,,
1819,2019-06-26 00:00:00,CFE,0.001,0.009,,,
1820,2019-06-26 00:00:00,LBP,0.008,0.051,156.0,,
1821,2019-06-26 00:00:00,BO,0.06,0.877,,,
1822,2019-06-26 00:00:00,PK,0.015,1.265,,,
1823,2019-06-26 00:00:00,BCR,0.047,5.0,,,
1824,2019-06-26 00:00:00,HT,0.06,4.47,,,
1825,2019-06-26 00:00:00,LB,0.03,5.0,,,
1826,2019-06-26 00:00:00,LBS,0.049,5.0,18.0,,
1827,2019-05-21 07:25:00,MI,0.007,0.014,0.0,,
1828,2019-05-21 06:56:00,PS,0.009,0.018,0.0,,
1829,2019-05-21 06:52:00,1W-E,0.012,0.02,0.0,,
1830,2019-05-21 06:53:00,1E-E,0.002,0.049,0.0,,
1831,2019-05-21 07:00:00,3W-E,0.008,0.013,0.0,,
1832,2019-05-21 07:02:00,4W-E,0.012,0.036,0.0,,
1833,2019-05-21 07:03:00,4E-E,0.011,0.037,0.0,,
1834,2019-05-21 06:40:00,CFE,0.008,0.033,0.0,,
1835,2019-05-21 06:55:00,AG,0.008,0.003,0.0,,
1836,2019-05-21 09:40:00,LB,0.009,0.05,0.0,,
1837,2019-05-21 09:55:00,LBS,0.014,0.062,22.0,,
1838,2019-05-21 10:05:00,LBP,0.006,0.086,130.0,,
1839,2019-05-21 10:30:00,HT,0.008,0.058,0.0,,
1840,2019-05-21 11:30:00,BO,0.005,0.057,0.0,,
1841,2019-05-21 08:35:00,BCR,0.009,0.07,0.0,,
1842,2019-05-21 12:30:00,PK,0.009,0.046,0.0,,
1843,2019-03-26 11:40:00,BCR,0.004,0.05,0.0,,
1844,2019-03-26 11:15:00,PK,0.001,0.034,0.0,,
1845,2019-03-26 10:25:00,MI,0.002,0.082,0.0,,
1846,2019-03-26 13:00:00,AG,0.003,0.0,0.0,,
1847,2019-03-26 09:07:00,1W,0.012,0.031,0.0,,
1848,2019-03-26 09:06:00,1E,0.004,0.056,0.0,,
1849,2019-03-26 09:09:00,3E,0.007,0.063,0.0,,
1850,2019-03-26 09:10:00,4E,0.008,0.088,0.0,,
1851,2019-03-26 09:05:00,CFE,0.014,0.043,0.0,,
1852,2019-10-01 00:00:00,BCR,0.009,0.036,,,
1853,2019-10-01 00:00:00,LB,0.017,0.074,,,
1854,2019-10-01 00:00:00,LBP,0.001,0.051,118.0,,
1855,2019-10-01 00:00:00,HT,0.013,0.098,,,
1856,2019-10-01 00:00:00,BO,0.029,0.094,,,
1857,2019-10-01 00:00:00,PK,0.008,0.08,,,
1858,2019-10-01 00:00:00,MI,0.015,0.021,,,
1859,2019-10-01 00:00:00,1W,0.003,0.018,,,
1860,2019-10-01 00:00:00,3W,0.001,0.038,,,
1861,2019-10-01 00:00:00,4W,0.002,0.023,,,
1862,2019-10-01 00:00:00,4E,0.002,0.05,,,
1863,2019-10-01 00:00:00,CFE,0.002,0.051,,,
1864,2019-10-01 00:00:00,AG,0.004,0.052,,,
1865,2019-10-03 00:00:00,MI,,0.007,,,
1866,2019-10-03 00:00:00,1W,,0.005,,,
1867,2019-10-03 00:00:00,4W,,0.0,,,
1868,2019-10-03 00:00:00,4E,,0.018,,,
1869,2019-10-03 00:00:00,CFE,,0.0,,,
1870,2019-10-03 00:00:00,AG,,0.0,,,
1871,2019-07-18 00:00:00,PK,0.024,1.166,,,
1872,2019-07-18 00:00:00,BCR,0.05,4.472,,,
1873,2019-07-18 00:00:00,LB,0.05,5.0,,,
1874,2019-07-18 00:00:00,LBS,0.048,5.0,,,
1875,2019-07-18 00:00:00,LBP,0.005,0.268,,,
1876,2019-07-18 00:00:00,HT,0.056,3.132,,,
1877,2019-07-18 00:00:00,BO,0.046,0.445,,,
1878,2019-07-18 00:00:00,MI,,0.533,,,
1879,2019-07-18 00:00:00,RF-I,,0.131,,,
