,Time,Site,Depth,Ammonia,Nitrxtes,Organophosphates,TotalNit,TotalPhos
385,2017-07-05 12:05:00,BO,,,0.003,0.005,-0.01,0.012
386,2017-07-11 12:30:00,BO,,,0.002,0.009,0.034,0.006
387,2017-07-18 11:50:00,BO,,,0.006,0.019,0.055,0.009
388,2017-07-25 12:25:00,BO,,,0.002,0.013,0.029,0.009
389,2017-08-01 08:45:00,BO,,,-0.001,0.007,0.112,0.011
390,2017-08-08 12:11:00,BO,,,0.002,0.007,0.08,0.005
391,2017-09-12 12:25:00,BO,,,0.004,0.006,0.087,0.009
392,2016-05-17 12:32:00,BO,,0.012,0.0,0.018,-0.01,0.017
393,2018-01-03 10:00:00,C2,,,0.124,0.008,0.221,0.012
394,2018-01-10 09:50:00,C2,,,0.105,0.027,0.233,0.014
395,2018-01-17 10:30:00,C2,,,0.067,0.008,0.146,0.021
396,2018-01-31 10:25:00,C2,,,0.077,0.027,0.162,0.019
397,2018-02-07 10:15:00,C2,,,0.044,0.04,0.09,0.022
398,2018-02-14 09:30:00,C2,,,0.072,0.01,0.127,0.026
399,2018-03-07 11:10:00,C2,,,0.07,0.011,0.239,0.05
400,2018-03-14 11:25:00,C2,,,0.07,0.009,0.152,0.012
401,2018-03-21 10:05:00,C2,,,0.057,0.005,0.103,0.012
402,2018-03-29 10:50:00,C2,,,0.061,0.014,0.156,0.016
403,2018-04-04 10:55:00,C2,,,0.037,0.007,0.109,0.014
404,2018-04-11 10:55:00,C2,,,0.074,0.009,0.182,0.005
405,2018-04-18 10:50:00,C2,,,0.079,0.012,0.16,0.014
406,2018-04-25 10:20:00,C2,,,0.019,0.025,0.082,0.012
407,2017-01-04 09:36:00,C2,,,0.094,0.029,0.277,0.035
408,2017-01-11 11:15:00,C2,,,0.138,0.015,0.198,0.017
409,2017-01-18 11:20:00,C2,,,0.096,0.011,0.343,0.081
410,2017-01-25 10:50:00,C2,,,0.116,0.009,0.14,0.011
411,2017-02-01 12:42:00,C2,,,0.068,0.019,0.143,0.012
412,2017-02-08 10:50:00,C2,,,0.14,0.002,0.23,0.012
413,2017-02-15 11:30:00,C2,,,0.062,0.014,0.095,0.016
414,2017-02-22 10:50:00,C2,,,0.107,0.016,0.146,0.022
415,2017-02-28 10:45:00,C2,,,0.105,0.01,0.123,0.015
416,2017-03-08 09:55:00,C2,,,0.115,0.011,0.288,0.04
417,2017-03-15 11:15:00,C2,,,0.055,0.013,0.099,0.024
418,2017-03-21 10:45:00,C2,,,0.049,0.016,0.074,0.021
419,2017-03-29 10:51:00,C2,,,0.051,0.012,0.057,0.021
420,2017-04-05 10:06:00,C2,,,0.044,0.013,0.049,0.01
421,2017-04-12 11:20:00,C2,,,0.019,0.01,0.056,0.024
422,2017-04-19 11:28:00,C2,,,0.012,0.007,0.061,0.02
423,2017-04-26 11:58:00,C2,,,0.041,0.014,0.101,0.049
424,2017-05-03 12:25:00,C2,,,0.015,0.008,0.33,0.007
425,2017-05-10 12:15:00,C2,,,0.003,0.011,0.074,0.01
426,2017-05-17 10:45:00,C2,,,0.023,0.007,0.113,0.017
427,2017-05-30 10:25:00,C2,,,0.006,0.027,0.542,0.171
428,2017-06-06 11:55:00,C2,,0.007,0.006,0.006,0.069,0.013
429,2017-06-13 10:50:00,C2,,0.008,0.011,0.006,0.064,0.009
430,2017-06-21 11:00:00,C2,,,0.004,0.09,0.133,0.014
431,2017-06-28 10:05:00,C2,,,0.004,0.008,0.09,0.01
432,2017-07-06 11:00:00,C2,,,0.004,0.004,0.056,0.012
433,2017-07-12 11:05:00,C2,,,0.01,0.01,0.011,0.013
434,2017-07-19 10:15:00,C2,,,0.012,0.032,0.042,0.012
435,2017-07-26 09:25:00,C2,,,0.01,0.012,0.093,0.009
436,2017-08-02 10:00:00,C2,,,0.004,0.01,0.106,0.016
437,2017-08-09 10:50:00,C2,,,0.003,0.009,0.078,0.014
438,2017-08-16 10:43:00,C2,,,0.008,0.009,0.081,0.008
439,2017-08-23 11:15:00,C2,,,0.007,0.013,0.215,0.264
440,2017-08-30 10:00:00,C2,,,0.004,0.007,0.088,0.009
441,2017-09-05 10:05:00,C2,,,-0.001,0.008,0.051,0.021
442,2017-09-13 10:00:00,C2,,,0.003,0.012,0.039,0.01
443,2017-09-20 10:45:00,C2,,,0.091,0.009,0.272,0.017
444,2017-10-04 10:50:00,C2,,,0.007,0.041,0.055,0.017
445,2017-10-11 10:40:00,C2,,,0.006,0.01,0.109,0.017
446,2017-10-18 10:55:00,C2,,,0.017,0.028,0.103,0.009
447,2017-11-01 12:10:00,C2,,,0.06,0.008,0.097,0.026
448,2017-11-08 10:10:00,C2,,,0.03,0.014,0.085,0.016
449,2017-11-15 09:40:00,C2,,,0.027,0.009,0.202,0.03
450,2017-11-21 10:55:00,C2,,,0.021,0.006,0.151,0.02
451,2017-11-27 10:20:00,C2,,,0.018,0.011,0.206,0.027
452,2017-12-06 11:00:00,C2,,,0.07,0.067,0.142,0.016
453,2017-12-13 09:12:00,C2,,,0.043,0.007,0.127,0.017
454,2016-10-26 13:08:00,C2,,,0.05,0.018,1.143,0.14
455,2016-11-16 11:37:00,C2,,,0.117,0.007,0.222,0.015
456,2016-12-07 11:34:00,C2,,,0.084,0.013,0.553,0.111
457,2016-12-14 10:20:00,C2,,,0.128,0.01,0.151,0.014
458,2016-12-19 10:14:00,C2,,,0.125,0.012,0.11,0.013
459,2016-12-28 11:50:00,C2,,,0.106,0.014,0.337,0.042
460,2016-04-12 12:31:00,HA,,,0.003,0.017,0.013,0.018
461,2016-05-17 13:17:00,HA,,0.011,0.0,0.02,-0.006,0.014
462,2017-05-16 11:52:00,HA,,,0.001,0.009,0.115,0.062
463,2017-09-19 10:40:00,HA,,,0.003,0.005,0.121,0.012
464,2017-09-26 11:05:00,HA,,,0.001,0.007,0.13,0.008
465,2018-04-24 11:30:00,HT,,,0.006,0.018,0.063,0.013
466,2017-04-25 11:50:00,HT,,,0.006,0.014,0.006,0.013
467,2017-05-09 12:50:00,HT,,,-0.001,0.012,0.025,0.01
468,2017-05-24 13:55:00,HT,,,0.002,0.009,0.06,0.012
469,2017-05-31 12:07:00,HT,,,0.004,0.006,0.499,0.034
470,2017-06-05 12:00:00,HT,,0.011,0.018,0.04,23.159,1.35
471,2017-06-12 11:55:00,HT,,0.008,0.016,0.005,0.23,0.01
472,2017-06-20 11:45:00,HT,,,0.006,0.007,0.169,0.008
473,2017-06-27 11:45:00,HT,,,0.003,0.005,0.153,0.005
474,2017-07-05 11:40:00,HT,,,0.002,0.003,0.056,0.006
475,2017-07-11 11:50:00,HT,,,0.008,0.008,0.02,0.005
476,2017-07-18 13:15:00,HT,,,0.009,0.033,0.076,0.007
477,2017-07-25 11:50:00,HT,,,0.003,0.017,0.013,0.004
478,2017-08-01 09:20:00,HT,,,0.003,0.008,0.114,0.007
479,2017-08-08 11:40:00,HT,,,0.0,0.007,0.226,0.012
480,2017-09-12 11:55:00,HT,,,0.002,0.009,0.059,0.007
481,2016-04-12 10:58:00,HT,,,0.002,0.017,0.007,0.017
482,2016-04-26 12:02:00,HT,,,-0.003,0.015,-0.004,0.011
483,2016-05-03 12:10:00,HT,,,0.003,0.016,0.005,0.014
484,2016-05-09 12:10:00,HT,,,0.001,0.014,0.002,0.019
485,2016-05-17 11:54:00,HT,,0.012,0.001,0.019,-0.007,0.01
486,2016-05-24 10:20:00,HT,,,-0.003,0.013,0.068,0.013
487,2016-05-31 12:32:00,HT,,0.011,0.001,0.011,0.511,0.055
488,2016-06-07 12:15:00,HT,,,0.004,0.018,0.157,0.015
489,2016-06-07 12:23:00,HT,,,0.004,0.009,0.235,0.017
490,2016-06-14 10:51:00,HT,,,-0.005,0.015,0.093,0.019
491,2016-06-21 13:47:00,HT,,,0.008,0.004,0.049,0.007
492,2016-06-28 13:40:00,HT,,,0.003,0.002,0.205,0.013
493,2016-07-05 12:24:00,HT,,,0.006,0.005,0.594,0.023
494,2016-07-12 11:55:00,HT,,,0.007,0.006,0.361,0.009
495,2016-07-18 13:10:00,HT,,,0.009,0.007,0.184,0.006
496,2016-07-26 11:41:00,HT,,,0.016,0.005,0.117,0.003
497,2016-08-02 12:23:00,HT,,,0.008,0.002,0.085,0.009
498,2016-08-09 00:00:00,HT,,,0.003,0.007,0.091,0.007
499,2016-08-17 11:18:00,HT,,,0.005,0.009,0.079,0.002
500,2016-08-23 12:07:00,HT,,,0.003,0.007,0.124,0.012
501,2016-08-23 12:13:00,HT,,,0.004,0.01,0.02,0.015
502,2016-08-29 12:31:00,HT,,,0.001,0.005,0.013,0.005
503,2016-09-06 11:18:00,HT,,,-0.002,0.021,0.098,0.006
504,2016-09-13 11:37:00,HT,,,0.003,0.006,0.093,0.005
505,2016-09-20 12:21:00,HT,,,0.006,0.011,0.086,0.006
506,2016-09-27 11:11:00,HT,,,0.0,0.008,0.069,0.004
507,2018-04-24 10:35:00,LB,,,0.002,0.021,0.049,0.015
508,2017-04-25 11:01:00,LB,,,0.004,0.016,0.01,0.017
509,2017-05-09 12:07:00,LB,,,0.0,0.015,0.039,0.01
510,2017-05-24 12:46:00,LB,,,0.003,0.014,0.076,0.015
511,2017-05-31 11:05:00,LB,,,0.006,0.004,0.134,0.025
512,2017-06-05 11:45:00,LB,,0.011,0.004,0.042,3.908,0.208
513,2017-06-12 11:05:00,LB,,0.008,0.021,0.003,0.085,0.018
514,2017-06-20 11:15:00,LB,,,0.002,0.013,0.162,0.009
515,2017-06-27 10:50:00,LB,,,0.002,0.005,0.117,0.011
516,2017-07-11 11:05:00,LB,,,0.014,0.008,0.023,0.006
517,2017-07-18 12:30:00,LB,,,0.007,0.025,0.1,0.012
518,2017-07-25 11:15:00,LB,,,0.001,0.008,0.039,0.005
519,2017-08-01 09:45:00,LB,,,0.002,0.007,0.119,0.007
520,2017-08-08 10:55:00,LB,,,0.004,0.006,0.076,0.002
521,2017-08-15 10:40:00,LB,,,0.005,0.008,0.103,0.011
522,2017-09-12 11:20:00,LB,,,0.001,0.008,0.055,0.004
523,2017-09-19 10:05:00,LB,,,0.004,0.005,0.087,-0.002
524,2016-04-12 10:10:00,LB,,,0.003,0.012,0.027,0.021
525,2016-04-26 11:05:00,LB,,,0.001,0.016,0.005,0.014
526,2016-05-03 11:15:00,LB,,,0.014,0.015,0.006,0.017
527,2016-05-09 11:05:00,LB,,,0.002,0.016,0.01,0.016
528,2016-05-17 10:59:00,LB,,0.012,0.002,0.016,-0.006,0.012
529,2016-05-24 09:32:00,LB,,,-0.002,0.013,0.049,0.012
530,2016-05-31 11:48:00,LB,,0.0097,0.003,0.011,0.124,0.018
531,2016-06-07 11:18:00,LB,,,0.001,0.008,0.107,0.012
532,2016-06-14 10:11:00,LB,,,-0.004,0.012,0.116,0.044
533,2016-06-21 12:58:00,LB,,,0.005,0.004,0.066,0.008
534,2016-06-28 12:50:00,LB,,,0.003,0.002,0.184,0.013
535,2016-07-05 11:40:00,LB,,,0.0,0.013,0.407,0.013
536,2016-07-12 10:55:00,LB,,,0.008,0.007,0.372,0.009
537,2016-07-18 12:00:00,LB,,,0.006,0.008,0.193,0.005
538,2016-07-26 10:30:00,LB,,,0.013,0.007,0.136,0.006
539,2016-08-02 11:37:00,LB,,,0.011,0.002,0.087,0.009
540,2016-08-09 00:00:00,LB,,,0.003,0.003,0.083,0.005
541,2016-08-17 10:41:00,LB,,,0.003,0.009,0.102,0.004
542,2016-08-23 11:25:00,LB,,,0.004,0.009,-0.025,0.006
543,2016-08-29 11:50:00,LB,,,0.001,0.005,-0.002,0.007
544,2016-09-06 10:42:00,LB,,,0.001,0.156,0.091,0.005
545,2016-09-13 10:28:00,LB,,,0.004,0.006,0.094,0.008
546,2016-09-20 11:29:00,LB,,,0.006,0.009,0.071,0.012
547,2016-09-27 10:31:00,LB,,,0.0,0.01,0.079,0.009
548,2017-08-15 10:50:00,LBS,,,0.003,0.007,0.114,0.005
549,2017-06-20 11:05:00,LBS,,,0.002,0.008,0.14,0.011
550,2017-06-27 10:55:00,LBS,,,0.005,0.005,0.151,0.012
551,2017-07-11 11:20:00,LBS,,,0.003,0.013,-0.018,0.009
552,2017-07-18 12:35:00,LBS,,,0.006,0.027,0.06,0.01
553,2017-05-31 11:30:00,LBS,,,0.006,0.006,0.189,0.023
554,2018-04-24 10:40:00,LBS,,,0.007,0.021,0.035,0.013
555,2017-09-12 11:35:00,LBP,,,0.037,0.018,0.039,0.014
556,2017-08-08 11:08:00,LBS,,,0.006,0.007,0.059,0.005
557,2017-08-01 09:50:00,LBS,,,0.003,0.045,0.078,0.007
558,2017-07-25 11:20:00,LBS,,,0.004,0.008,0.05,0.009
